"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Opening an order's detail dialog renders the line-items section and the money summary (Order Details + Order Total), not just the header block TC-90 asserted. Uses the beforeAll-seeded order.","4461","TC-134: the order detail dialog shows line items and the order total","dashboard","2026-07-19","passed","2026-07-19","Owner — Orders Tab","","",""
"After the /api/analytics/dashboard fetch completes, the page shows either the summary cards (when the range has orders) or the 'no data for this range' empty state — never a load error. This asserts the fetch path works regardless of the current QA data volume.","3909","TC-127: the analytics dashboard resolves to data or an empty state without erroring","dashboard","2026-07-19","passed","2026-07-19","Owner — Analytics Tab","","",""
"The Orders tab offers an Export action so owners can pull their orders out for reporting/accounting.","3224","TC-135: the Orders toolbar exposes an Export control","dashboard","2026-07-19","passed","2026-07-19","Owner — Orders Tab","","",""
"Clicking the Code column header toggles the sort direction without erroring.","4681","TC-157: Manage Coupons table sorts by Code","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"Owner navigates to /restaurant/restaurantId/:id/uber and the Uber Direct Delivery Settings heading is visible — this route is owner-reachable (guard includes Role.OWNER), unlike publish/tax/loyalty which are employee/admin-only.","2985","TC-82: owner can reach the Uber Eats delivery settings page","dashboard","2026-07-19","passed","2026-07-19","Owner — Uber Eats Delivery Settings","","",""
"","5147","TC-113: OWNER detail exposes all tabs incl. read-only Restaurants","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > Detail side sheet","","",""
"Opening Edit on a coupon loads its current code/value into the form (read-only check — does not submit, since editing currently 500s server-side per TC-92).","5702","TC-162: Edit pre-fills the form with the coupon's existing values","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"The restaurant created in globalSetup appears as a card on the list page.","2319","TC-14: seed restaurant card is visible with the correct restaurant name","dashboard","2026-07-19","passed","2026-07-19","Owner — My Restaurants List","","",""
"MenuPage's landing-page deep link: /menu?restaurantId=<id>&item=<itemId> auto-opens the item modal (and scrolls to its group) once the menu loads — no card click needed.","1932","TC-184: the ?item= deep link auto-opens that item's modal","customer","2026-07-19","passed","2026-07-19","Customer — Menu Browsing","","",""
"Clicking the copy-code icon on a row copies the code to the clipboard and shows a confirmation toast.","5520","TC-158: owner can copy a coupon code from the Manage Coupons list","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"Filtering by 'Active' hides an expired coupon (seeded with a past end date) from the list.","5148","TC-156: Manage Coupons status filter narrows to Active","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"Clicking Store Settings in the portal sidebar appends ?tab=Store%20Settings to the URL.","3460","TC-16: owner can navigate to Store Settings via the sidebar","dashboard","2026-07-19","passed","2026-07-19","Owner — Restaurant Management Portal","","",""
"Checking the balance of a code that doesn't exist shows 'Card not found or invalid code'.","1678","TC-170: balance check shows not-found for a nonexistent code","customer","2026-07-19","passed","2026-07-19","Customer — Gift Cards","","",""
"","22","TC-58: employee can reach menu management","dashboard","2026-07-19","skipped","2026-07-19","Access — Restaurant management (shared screens)","","",""
"","2385","TC-56: owner can reach menu management","dashboard","2026-07-19","passed","2026-07-19","Access — Restaurant management (shared screens)","","",""
"With a $0.25 item (server-quoted total lands between $0.01 and $0.49), checkout disables the proceed button — label 'Minimum $0.50 Required' — and shows the explainer banner. No order is created.","3039","TC-188: a quoted total under Stripe's $0.50 minimum blocks payment","customer","2026-07-19","passed","2026-07-19","Customer — Checkout Stripe minimum","","",""
"","3","TC-17: employee can navigate to tax settings and see the tax rate form","dashboard","2026-07-19","skipped","2026-07-19","Employee — Tax Settings","","",""
"","0","TC-18: employee can set a tax rate and save — change persists","dashboard","2026-07-19","skipped","2026-07-19","Employee — Tax Settings","","",""
"","19720","TC-114: the side sheet can be closed","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > Detail side sheet","","",""
"","1","TC-97: employee creates a restaurant on behalf of a client","dashboard","2026-07-19","skipped","2026-07-19","Employee — Create restaurant","","",""
"Navigating directly to /restaurant/stores with no session redirects to /sign-in rather than rendering the dashboard.","2784","TC-71: an unauthenticated visitor hitting the owner restaurant list is redirected to sign-in","dashboard","2026-07-19","passed","2026-07-19","Access — Unauthenticated","","",""
"","4761","TC-112: USER detail shows the role-appropriate tabs","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > Detail side sheet","","",""
"The row action menu's Send to Customers item is disabled once a coupon's computed status is Expired (only enabled while ACTIVE).","4216","TC-163: Send to Customers is disabled for an expired coupon","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"Clicking Customers in the portal sidebar loads the customer directory: the sub-tabs (All Customers / Customer Groups), the search field, and the Total Customers stat are all present.","4347","TC-136: owner can open the Customers tab and see the directory","dashboard","2026-07-19","passed","2026-07-19","Owner — Customers Tab","","",""
"Clicking a row in the orders grid opens a detail dialog with order info, items, and totals — read-only assertions only; no status change/cancel/refund. An order is seeded via the API in beforeAll so a row is always present (no longer dependent on QA residue).","3801","TC-90: opening an order shows its detail view","dashboard","2026-07-19","passed","2026-07-19","Owner — Orders Tab","","",""
"Selecting the 'Last 7 days' preset and applying it re-fetches the dashboard for the new window: the request fires, the picker closes, and the page resolves again with no load error.","4973","TC-129: changing the range to Last 7 days reloads the dashboard","dashboard","2026-07-19","passed","2026-07-19","Owner — Analytics Tab","","",""
"The coupon code field has maxLength=20 — typing a longer string is truncated at the input level.","3911","TC-152: coupon code input truncates at 20 characters","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"Searching for a code that doesn't exist shows the 'No coupons found' empty state.","4105","TC-155: Manage Coupons search with no matches shows the empty state","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"After Stripe redirects back to /stripe-onboarding-success the page shows either 'Stripe Account Successfully Connected!' or 'Stripe Account Setup In Progress', and the Restaurant Dashboard button is always present.","2768","TC-51: success callback page loads after Stripe redirect","dashboard","2026-07-19","passed","2026-07-19","Owner — Payment Settings (Stripe Setup) > Success callback page","","",""
"","2901","TC-81: OWNER is denied the loyalty route (EMPLOYEE/ADMIN only)","dashboard","2026-07-19","passed","2026-07-19","Access — Role restrictions","","",""
"","6003","TC-109: role filter narrows the list","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > List, search & filter","","",""
"","1","TC-165: guest purchases a gift card as a Send-as-Gift preset denomination","customer","2026-07-19","skipped","2026-07-19","Customer — Gift Cards","","",""
"Single-select groups render real radio inputs sharing one name: choosing a second option deselects the first.","2471","TC-190: a maxSelections=1 group behaves as a radio — picking B replaces A","customer","2026-07-19","passed","2026-07-19","Customer — Item Modifiers","","",""
"With a deal in the cart, attempting to apply any coupon code is blocked client-side with 'Cannot combine coupons with deals' — the check fires before validation, so no seeded coupon is needed.","3522","TC-197: a coupon cannot be combined with a deal in the cart","customer","2026-07-19","passed","2026-07-19","Customer — Deals","","",""
"","15864","TC-104: inviting an existing email is rejected","dashboard","2026-07-19","failed","2026-07-19","Admin — User Management > Invite dialog","","",""
"Selecting the Notifications sub-tab shows the 'launching soon' placeholder — documenting that this surface is not yet functional, so no test should assert real notification settings there.","3544","TC-140: the Notifications sub-tab shows the coming-soon placeholder","dashboard","2026-07-19","passed","2026-07-19","Owner — Owner Settings Tab","","",""
"A password under 8 characters shows an inline validation error on blur (client-side validation; submit is never attempted here).","2930","TC-96: a weak password is rejected client-side","dashboard","2026-07-19","passed","2026-07-19","Public — Sign up","","",""
"Typing a coupon's code into the search box narrows the table to matching rows.","5195","TC-153: Manage Coupons search filters by code","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"","3058","TC-60: invalid credentials show an error","dashboard","2026-07-19","passed","2026-07-19","Public — Sign in","","",""
"After applying a gift card, clicking Remove clears the 'Gift card applied' summary and returns to the code-entry state.","2735","TC-172: removing an applied gift card clears the discount","customer","2026-07-19","passed","2026-07-19","Customer — Checkout gift card","","",""
"The row action menu's Duplicate option opens the create form pre-filled with '<code>-COPY', and submitting it creates a second, independent coupon.","6957","TC-159: Duplicate pre-fills a new coupon form from an existing coupon","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"POST /menu/item/new without a name field is rejected with a 4xx status, bypassing the UI.","314","TC-65: creating a menu item with no name is rejected","dashboard","2026-07-19","passed","2026-07-19","API — Negative cases","","",""
"The subscription page shows a Plan Details section with the current plan and price — read-only assertions only, no mutation of the shared QA account's real billing state.","2910","TC-85: subscription page shows plan details","dashboard","2026-07-19","passed","2026-07-19","Owner — Subscription & Billing","","",""
"Customer fills First Name, Last Name, Email, Phone, selects Pickup, and clicks Proceed to Payment. Stripe payment section appears.","6282","TC-25: customer can fill checkout form and proceed to payment step","customer","2026-07-19","passed","2026-07-19","Customer — Checkout","","",""
"When POST /api/stripe/account/restaurant/:id/create fails, the page shows an inline error alert and stays on /setupStripe instead of redirecting to Stripe.","2826","TC-78: a failed Stripe account-create call shows an error and does not redirect","dashboard","2026-07-19","passed","2026-07-19","Owner — Payment Settings (Stripe Setup) > Setup page — pre-connection state (mocked)","","",""
"","57","TC-77: toggling status of a nonexistent user id is rejected","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > Settings tab — negative","","",""
"After partially filling the create form, Reset Form clears the code and description fields.","3986","TC-164: Reset Form clears the create-coupon form back to defaults","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"Choosing a status in the Filters panel and applying it fires the management fetch with the filter and closes the panel — exercising the filter end-to-end, beyond TC-89 which only opened it.","5183","TC-132: filtering by Order Status re-queries the orders grid","dashboard","2026-07-19","passed","2026-07-19","Owner — Orders Tab","","",""
"A customer order (seeded via the public order API at its real menu price, bumped to PENDING — no Stripe) appears in the restaurant's live current-orders feed, and can be driven PENDING → CONFIRMED → PREPARING → READY → PICKED_UP with each transition confirmed at the API source of truth.","1038","TC-100: a placed order is received on the POS and driven through the full lifecycle","pos","2026-07-19","passed","2026-07-19","POS — Order Lifecycle","","",""
"Typing a substring of a coupon's description into the search box also matches that coupon.","5654","TC-154: Manage Coupons search filters by description","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"Searching orders for a query that matches nothing shows the 'No orders found' empty state instead of an error or a stale table.","3615","TC-70: searching for a nonexistent order shows the empty state","dashboard","2026-07-19","passed","2026-07-19","Owner — Orders Tab","","",""
"POST /api/coupons/restaurant/:id with a negative `value` is rejected with a 4xx status.","183","TC-68: creating a coupon with a negative discount value is rejected","dashboard","2026-07-19","passed","2026-07-19","API — Negative cases","","",""
"POST /menu/item/new with a made-up Bearer token is rejected with a 401 rather than a validation error.","38","TC-69: an authenticated endpoint rejects a garbage Bearer token","dashboard","2026-07-19","passed","2026-07-19","API — Negative cases","","",""
"Filling the coupon code, discount value, start and end dates and clicking Create Coupon shows a success toast.","3587","TC-31: owner can fill and submit a new coupon","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"The customer coupon-redemption path (previously untested): applying the seeded percentage coupon at checkout shows the discount in the order summary; a bogus code is rejected with an error and no discount.","4817","TC-125: a valid coupon applied at checkout shows the discount, an invalid one is rejected","customer","2026-07-19","passed","2026-07-19","Customer — Checkout coupon & delivery","","",""
"Owner clicks New Category, types a name, saves it, and verifies the new category tab appears.","5926","TC-20: owner can create a new menu category","dashboard","2026-07-19","passed","2026-07-19","Owner — Menu Management > Category and item CRUD","","",""
"A gift card whose balance has been adjusted down to $0 (admin) is rejected at checkout with a 'no remaining balance' error.","3099","TC-174: a depleted gift card is rejected","customer","2026-07-19","passed","2026-07-19","Customer — Checkout gift card","","",""
"Applying a freshly purchased, fully-funded gift card at checkout shows the 'Gift card applied' discount summary in the Gift Card box.","2474","TC-171: a valid gift card applied at checkout shows the discount","customer","2026-07-19","passed","2026-07-19","Customer — Checkout gift card","","",""
"","2362","TC-57: admin can reach menu management","dashboard","2026-07-19","passed","2026-07-19","Access — Restaurant management (shared screens)","","",""
"","2585","TC-54: OWNER is denied the publish route (EMPLOYEE/ADMIN only)","dashboard","2026-07-19","passed","2026-07-19","Access — Role restrictions","","",""
"Changing the delivery order standard prep time and clicking Save changes PUTs the update and shows a success toast. The test restores the original value afterward so it doesn't leave the shared QA restaurant's data mutated.","3513","TC-88: owner can edit and save a Store Settings field","dashboard","2026-07-19","passed","2026-07-19","Owner — Restaurant Management Portal","","",""
"","5307","TC-105: Owner role reveals the restaurant autocomplete","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > Invite dialog","","",""
"Filling every field but leaving 'agree to terms' unchecked and clicking submit leaves the visitor on /demo with no success dialog (native validation blocks it).","5892","TC-74: submitting without agreeing to terms does not submit the form","dashboard","2026-07-19","passed","2026-07-19","Demo Request — Public Form","","",""
"After creating a coupon, it shows up as a row in the Manage Coupons list (a separate tab from Create Coupon, never visited by prior tests).","4464","TC-91: owner can see a created coupon in the Manage Coupons list","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"","0","TC-183: every day defaults to Closed, and Open/24 Hours toggle the time pickers correctly","dashboard","2026-07-19","skipped","2026-07-19","Employee — Business Hours","","",""
"","3890","TC-107: search finds a user by email","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > List, search & filter","","",""
"","3856","TC-103: submit is disabled until a role is selected","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > Invite dialog","","",""
"Typing in the customer search fires GET /api/customers/restaurant/:id with the search term — proving the directory filters against the backend rather than only client-side.","4695","TC-137: searching the customer directory re-queries the server","dashboard","2026-07-19","passed","2026-07-19","Owner — Customers Tab","","",""
"Navigating directly to a restaurant's management URL with no session redirects to /sign-in instead of leaking restaurant data.","3340","TC-73: an unauthenticated visitor hitting a specific restaurant management page is redirected to sign-in","dashboard","2026-07-19","passed","2026-07-19","Access — Unauthenticated","","",""
"Filling the form with a malformed email and clicking submit leaves the visitor on /demo with no success dialog (native email-type validation blocks it).","6448","TC-75: submitting an invalid email format does not submit the form","dashboard","2026-07-19","passed","2026-07-19","Demo Request — Public Form","","",""
"Filling password/confirmPassword with different values shows an inline 'Passwords must match' error on blur (client-side validation; submit is never attempted here).","2572","TC-95: a mismatched confirm-password blocks submission","dashboard","2026-07-19","passed","2026-07-19","Public — Sign up","","",""
"The frontend doesn't gate gift-card redemption on whether a coupon is already applied (or vice versa) — both discounts show simultaneously. This documents currently-supported behavior; it does not touch the separate canCombineWithCoupons config flag, which isn't enforced by either side today (see TEST_COVERAGE.md's Known Technical Debt).","3271","TC-176: a coupon and a gift card can both be applied to the same order","customer","2026-07-19","passed","2026-07-19","Customer — Checkout gift card","","",""
"","0","TC-144: employee sees the required checklist on the publish page","dashboard","2026-07-19","skipped","2026-07-19","Employee — Publish menu","","",""
"","0","TC-180: a user can view/set their POS PIN","dashboard","2026-07-19","skipped","2026-07-19","Staff — Portal","","",""
"","2536","TC-55: OWNER is denied the tax route (EMPLOYEE/ADMIN only)","dashboard","2026-07-19","passed","2026-07-19","Access — Role restrictions","","",""
"Selecting an allowsDuplicates modifier reveals its Qty stepper; bumping quantity to 2 doubles that modifier's contribution ($10.00 + 2 × $1.50 = $13.00).","2332","TC-194: an allowsDuplicates modifier's quantity stepper multiplies its price","customer","2026-07-19","passed","2026-07-19","Customer — Item Modifiers","","",""
"","6020","TC-110: status filter narrows the list","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > List, search & filter","","",""
