"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A customer landing on /checkout without anything in the cart gets the 'Your Cart is Empty' screen instead of the checkout form.","1344","TC-185: /checkout with an empty cart shows the empty-cart message","customer","2026-08-24","passed","2026-08-24","Customer — Checkout","","",""
"A gift card whose balance has been adjusted down to $0 (admin) is rejected at checkout with a 'no remaining balance' error.","386","TC-174: a depleted gift card is rejected","customer","2026-08-24","failed","2026-08-24","Customer — Checkout gift card","","",""
"Submitting a coupon with a discount value outside 1-100 shows a validation error and does not create the coupon.","3776","TC-63: an invalid discount percentage is rejected","dashboard","2026-08-24","passed","2026-08-24","Owner — Coupons","","",""
"Switch OFF → ConsequenceDialog 'Mark ""X"" as sold out?' → 'Mark sold out' → PATCH /menu/menu-items/:id/availability {outOfStock:true} → row chip 'Out of Stock', category chips '5 Available' / '1 Out of Stock', toast. Switch ON → no dialog, {outOfStock:false}, chips back to 6/0. Cancel in the dialog leaves the item available.","5521","TC-289: turning an item off asks for confirmation, PATCHes availability and updates the chips; turning it on does not","dashboard","2026-08-24","passed","2026-08-24","Owner — Menu tab (availability / featured)","","",""
"The feature is a per-restaurant rollout flag. With RestaurantSettings.tableServiceEnabled=false, POST /api/tablet/create-order {openCheck:true} → 403 (not a half-created tab); flipping the flag back on restores the path.","316","TC-372: openCheck is refused with a clean 403 while tableServiceEnabled is off","pos","2026-08-24","passed","2026-08-24","POS — Table Service Open Checks","","",""
"PATCH …/price-override on an item of a standalone restaurant → 400 'only available for chain master items'; without restaurantId → 400; without a token → 401 (the routes sit behind requireAuth — CHANNEL_PRICING_DESIGN.md claims otherwise; this pins the code).","368","TC-274: override routes reject standalone items, require restaurantId and a token","dashboard","2026-08-24","passed","2026-08-24","Owner — Menu API contract","","",""
"Tip is client-selected but the charged total is the server quote (amountToCharge): raising the tip preset raises the quoted Total, zeroing it via the custom input lowers it. Proves the tip → /quote round-trip, with no assumptions about tax math.","2933","TC-186: tip presets and custom tip flow into the server-quoted total","customer","2026-08-24","passed","2026-08-24","Customer — Checkout","","",""
"The admin Create Organization Coupon form offers the Free Delivery type; selecting it hides the Discount Value field (the fee waiver is computed at checkout) and repurposes Maximum Discount as the fee cap. Form is cancelled — nothing is created.","2918","TC-211: the org coupon form supports Free Delivery with no discount value","dashboard","2026-08-24","passed","2026-08-24","Admin — Marketing campaign events","","",""
"PATCH /menu/menu-items/:id/featured {featured:true} succeeds up to 5 featured items per standalone restaurant and rejects the 6th with 'You can only have 5 featured items'; un-featuring one frees the slot. Runs on a throwaway second-owner restaurant so the seed restaurant's real featured list is never touched.","1910","TC-270: a standalone restaurant can feature at most 5 items","dashboard","2026-08-24","passed","2026-08-24","Owner — Menu API contract","","",""
"Win-Back's dialog shows its inactivity threshold, the email template is view-only (disabled input — content can never mismatch the program), and a cooldown change round-trips through save + reload.","5308","TC-202: edit dialog shows per-type fields, locks the template, and persists a change","dashboard","2026-08-24","passed","2026-08-24","Admin — Marketing automations","","",""
