"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Owner sets Base price 14 for the shared item at location A via the $ dialog. Storefront ?restaurantId=A shows $14.00 on the card while ?restaurantId=B still shows $12.00; the public POST /api/order/:id/quote (what checkout charges) returns subtotal 14 at A and 12 at B — the 'shown $14, charged $12' defect class. (Fixture locations aren't published, so the storefront modal/cart is inert there; the charge is asserted on the quote endpoint checkout itself calls.) Override cleared afterwards.","6605","TC-321: a per-location price override is what the customer sees AND what the server quotes — at that location only","customer","2026-08-26","passed","2026-08-26","Menu → Storefront hand-off","","",""
"Before RestauNax #621 this route had no auth middleware and returned every order on the platform (~170 MB of PII on QA). The route is now DELETED: 'now' falls through to the public GET /api/order/:orderId matcher and is treated as an order id, so Express answers 404 ORDER_NOT_FOUND (pinned live on QA 2026-08-19). Anything in the 401/404 family is acceptable; a 200 with a body is the regression this test exists to catch.","93","TC-226: the anonymous all-orders dump GET /api/order/now is gone @smoke","dashboard","2026-08-26","passed","2026-08-26","Owner — Orders API auth & tenant isolation","","",""
"Typing a date/time into the masked MM/DD/YYYY hh:mm aa field and clicking Schedule Demo flips status to Scheduled and sets scheduledDemoAt.","5713","TC-11: admin can schedule a demo","dashboard","2026-08-26","passed","2026-08-26","Admin — Demo Request Actions","","",""
"Typing a substring of a coupon's description into the search box also matches that coupon.","4823","TC-154: Manage Coupons search filters by description","dashboard","2026-08-26","passed","2026-08-26","Owner — Coupons","","",""
"Typing the customer's 10-digit phone number into search returns their order (backend matches customer.phone and the on-order phone snapshot with `contains`). Regression guard for the int4-overflow bug fixed in RestauNax #589 — see test body.","4386","TC-262: searching by a customer phone number finds the seeded order","dashboard","2026-08-26","passed","2026-08-26","Owner — Orders Tab","","",""
"At A: star the shared item → PATCH …/featured → B's Menu tab lists it under Featured Items too; star the location-only item → only A's Featured accordion has it. Both un-starred afterwards.","5380","TC-316: featuring a shared item at one location is chain-wide; a local item stays local","dashboard","2026-08-26","passed","2026-08-26","Owner — Chain menu (per-location overrides, shared vs local)","","",""
"Typing a custom amount above the restaurant's configured maximum shows an inline error and does not advance to payment.","1689","TC-168: a custom amount above the maximum is rejected","customer","2026-08-26","passed","2026-08-26","Customer — Gift Cards","","",""
"Delete opens a typed-word confirmation dialog; confirming removes the coupon from both the table and the API.","5071","TC-160: owner can delete a coupon via the typed-confirmation dialog","dashboard","2026-08-26","passed","2026-08-26","Owner — Coupons","","",""
"Chain: POST /menu/item/new {groupId: sharedCategory, ownerRestaurantId: A} → A lists it with source:'RESTAURANT', B does not; ownerRestaurantId of a restaurant outside the chain → 400 'does not belong to the chain'.","531","TC-279: a location-only item under a shared category is invisible to the other location","dashboard","2026-08-26","passed","2026-08-26","Owner — Menu API contract","","",""
"With the grid narrowed to the seed surname, Export Orders → Current View POSTs /api/order/statistics/export/:id with exportType=current + the search term and the browser receives orders_<date>[…].csv. The file has the 32 documented columns and exactly the three named seed rows (by receipt number). Adding the Pending status filter narrows the CSV to order A.","5370","TC-248: Export → Current View downloads a CSV of exactly the filtered orders","dashboard","2026-08-26","failed","2026-08-26","Owner — Orders Tab","","",""
