"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The create form has no client-side uniqueness check, so a second coupon with the same code reaches the API and is rejected there (backend enforces per-restaurant code uniqueness).","7977","TC-151: a duplicate coupon code on the same restaurant is rejected","dashboard","2026-07-27","passed","2026-07-27","Owner — Coupons","","",""
"","19667","TC-111: clicking a row opens the detail side sheet","dashboard","2026-07-27","passed","2026-07-27","Admin — User Management > Detail side sheet","","",""
"","0","TC-18: employee can set a tax rate and save — change persists","dashboard","2026-07-27","skipped","2026-07-27","Employee — Tax Settings","","",""
"The row action menu's Duplicate option opens the create form pre-filled with '<code>-COPY', and submitting it creates a second, independent coupon.","5877","TC-159: Duplicate pre-fills a new coupon form from an existing coupon","dashboard","2026-07-27","passed","2026-07-27","Owner — Coupons","","",""
"Quote-wiring coverage for delivery (not a full delivery order — that needs QA's delivery provider + a deliverable address): selecting Delivery and entering an address fires /api/delivery/quote and the UI resolves to either an available fee or a not-available message. Skips cleanly when the restaurant is pickup-only or Google Places yields no suggestion (external dependency).","13357","TC-126: selecting Delivery drives the address → quote round-trip","customer","2026-07-27","skipped","2026-07-27","Customer — Checkout coupon & delivery","","",""
"Tip is client-selected but the charged total is the server quote (amountToCharge): raising the tip preset raises the quoted Total, zeroing it via the custom input lowers it. Proves the tip → /quote round-trip, with no assumptions about tax math.","2580","TC-186: tip presets and custom tip flow into the server-quoted total","customer","2026-07-27","passed","2026-07-27","Customer — Checkout","","",""
"The stepper shows all four steps: Check Status, Create Account, Verify Details, Start Accepting.","2320","TC-47: setup page shows the 4-step Stripe onboarding stepper","dashboard","2026-07-27","passed","2026-07-27","Owner — Payment Settings (Stripe Setup) > Setup page","","",""
"A gift card whose balance has been adjusted down to $0 (admin) is rejected at checkout with a 'no remaining balance' error.","2859","TC-174: a depleted gift card is rejected","customer","2026-07-27","passed","2026-07-27","Customer — Checkout gift card","","",""
"","3062","TC-81: OWNER is denied the loyalty route (EMPLOYEE/ADMIN only)","dashboard","2026-07-27","passed","2026-07-27","Access — Role restrictions","","",""
"serviceType PICKUP → the backend rejects a FREE_DELIVERY code with the delivery-only message; the POS surfaces it instead of applying a $0 coupon.","22","TC-220: validate rejects the code on a PICKUP order","pos","2026-07-27","passed","2026-07-27","POS — Free-delivery coupon (validate contract)","","",""
"Navigating directly to /admin with no session redirects to /sign-in rather than rendering the admin dashboard.","3280","TC-72: an unauthenticated visitor hitting the admin dashboard is redirected to sign-in","dashboard","2026-07-27","passed","2026-07-27","Access — Unauthenticated","","",""
"Deterministic proof that the report aggregates real order data: after seeding 3 CONFIRMED orders at the seed item's real price, the current business day's KPIs (from GET /restaurant/:id/daily-close?include=report) have grown by at least the seeded order count and net-sales amount vs. the pre-seed baseline. Uses >= (not ==) because other specs may add orders to the same day concurrently — they only ever increase it.","206","TC-142: the seeded orders are reflected in today's Daily Report KPIs","dashboard","2026-07-27","passed","2026-07-27","Owner — Daily Report Tab","","",""
"","3353","TC-09: admin sees delete confirmation and can cancel","dashboard","2026-07-27","passed","2026-07-27","Admin — Demo Request Actions","","",""
"From the restaurant management portal, navigating to the menu editor reveals the 'New Category' button.","3244","TC-19: owner can navigate to the Menu tab and see the category section","dashboard","2026-07-27","passed","2026-07-27","Owner — Menu Management","","",""
"Clicking a row in the orders grid opens a detail dialog with order info, items, and totals — read-only assertions only; no status change/cancel/refund. An order is seeded via the API in beforeAll so a row is always present (no longer dependent on QA residue).","4311","TC-90: opening an order shows its detail view","dashboard","2026-07-27","passed","2026-07-27","Owner — Orders Tab","","",""
"REPLACES_PRICE size group on a $10.00 item: the default Small ($8.00) prices the item at $8.00; switching to Large reprices to $12.00 — the base price is replaced, not adjusted.","2295","TC-193: a REPLACES_PRICE modifier overrides the base price","customer","2026-07-27","passed","2026-07-27","Customer — Item Modifiers","","",""
"A gift card funded below the order total covers only part of the charge — the customer still pays the remainder via Stripe, and the order completes normally.","12302","TC-178: a gift card that partially covers the order still requires Stripe payment for the remainder","customer","2026-07-27","passed","2026-07-27","Customer — Checkout gift card","","",""
"","4583","TC-113: OWNER detail exposes all tabs incl. read-only Restaurants","dashboard","2026-07-27","passed","2026-07-27","Admin — User Management > Detail side sheet","","",""
"When the Stripe status API returns hasAccount: false the page renders the 'Set Up Stripe Account' button. Route-mocked so the test is independent of the QA account's real Stripe state.","2419","TC-49: owner without Stripe sees the Set Up Stripe Account button","dashboard","2026-07-27","passed","2026-07-27","Owner — Payment Settings (Stripe Setup) > Setup page — pre-connection state (mocked)","","",""
"A Fixed Amount coupon submitted with a value of 0 shows 'Amount must be greater than 0' and does not create the coupon (complements TC-63, which covers the PERCENTAGE-range path).","4171","TC-148: a non-positive FIXED_AMOUNT value is rejected","dashboard","2026-07-27","passed","2026-07-27","Owner — Coupons","","",""
"Filling in a Stripe DECLINED test card and clicking Complete Order shows a Payment Error on the checkout page instead of reaching Order Confirmed.","9485","TC-64: a declined card shows a payment error and does not place the order","customer","2026-07-27","passed","2026-07-27","Customer — Order Placement","","",""
"","1","TC-180: a user can view/set their POS PIN","dashboard","2026-07-27","skipped","2026-07-27","Staff — Portal","","",""
"","3911","TC-06: admin can change demo status via inline dropdown","dashboard","2026-07-27","passed","2026-07-27","Admin — Demo Request Actions","","",""
"A gift card frozen by an admin is rejected at checkout with a 'frozen' error.","2453","TC-175: a frozen gift card is rejected","customer","2026-07-27","passed","2026-07-27","Customer — Checkout gift card","","",""
"FREE_DELIVERY is delivery-only: applying the code while the order is Pickup sends serviceType to validate and the backend rejects it with a delivery-only message — no discount, no $0.00 'saving'.","2695","TC-214: a free-delivery code is rejected on a pickup order","customer","2026-07-27","passed","2026-07-27","Customer — Free-delivery coupon","","",""
"","4168","TC-42: owner can edit a menu category name","dashboard","2026-07-27","skipped","2026-07-27","Owner — Menu Management > Category and item CRUD","","",""
"","5445","TC-109: role filter narrows the list","dashboard","2026-07-27","passed","2026-07-27","Admin — User Management > List, search & filter","","",""
"","2","TC-27: owner can reach the publish page and see the Publish Restaurant button","dashboard","2026-07-27","skipped","2026-07-27","Owner — Publish Restaurant","","",""
"Clicking Analytics in the portal sidebar loads the Restaurant Analytics dashboard: title, refresh control, and the date-range selector are all present.","2783","TC-35: owner can open the Analytics tab and see the dashboard header","dashboard","2026-07-27","passed","2026-07-27","Owner — Analytics Tab","","",""
"Selecting the Notifications sub-tab shows the 'launching soon' placeholder — documenting that this surface is not yet functional, so no test should assert real notification settings there.","3424","TC-140: the Notifications sub-tab shows the coming-soon placeholder","dashboard","2026-07-27","passed","2026-07-27","Owner — Owner Settings Tab","","",""
"Searching for a code that doesn't exist shows the 'No coupons found' empty state.","3641","TC-155: Manage Coupons search with no matches shows the empty state","dashboard","2026-07-27","passed","2026-07-27","Owner — Coupons","","",""
"","19786","TC-104: inviting an existing email is rejected","dashboard","2026-07-27","passed","2026-07-27","Admin — User Management > Invite dialog","","",""
"With the deal auto-added but its slot unfilled, the checkout proceed button is disabled and labeled 'Complete Deals to Continue'.","3287","TC-196: an incomplete deal blocks checkout with 'Complete Deals to Continue'","customer","2026-07-27","passed","2026-07-27","Customer — Deals","","",""
"A minSelections=1 group with no default: the group shows its Required pill and Add to Cart stays disabled; picking an option enables it.","1616","TC-189: a required modifier group blocks Add to Cart until a selection is made","customer","2026-07-27","passed","2026-07-27","Customer — Item Modifiers","","",""
"A password under 8 characters shows an inline validation error on blur (client-side validation; submit is never attempted here).","2964","TC-96: a weak password is rejected client-side","dashboard","2026-07-27","passed","2026-07-27","Public — Sign up","","",""
"The subscription page shows a Plan Details section with the current plan and price — read-only assertions only, no mutation of the shared QA account's real billing state.","1959","TC-85: subscription page shows plan details","dashboard","2026-07-27","passed","2026-07-27","Owner — Subscription & Billing","","",""
"A category that still contains items must not be deletable — the owner-facing menu editor hides the category 'Delete' button until the category is empty, preventing accidental bulk-deletion of its items. (Runs after TC-21, which leaves an item in the category.)","4196","TC-67: owner cannot delete a category that has items","dashboard","2026-07-27","passed","2026-07-27","Owner — Menu Management > Category and item CRUD","","",""
"","2841","TC-57: admin can reach menu management","dashboard","2026-07-27","passed","2026-07-27","Access — Restaurant management (shared screens)","","",""
"","3420","TC-05: admin can open the action menu on a demo row","dashboard","2026-07-27","passed","2026-07-27","Admin — Demo Request Actions","","",""
"Delete opens a typed-word confirmation dialog; confirming removes the coupon from both the table and the API.","6125","TC-160: owner can delete a coupon via the typed-confirmation dialog","dashboard","2026-07-27","passed","2026-07-27","Owner — Coupons","","",""
"","1","TC-165: guest purchases a gift card as a Send-as-Gift preset denomination","customer","2026-07-27","skipped","2026-07-27","Customer — Gift Cards","","",""
