"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","TC-182: sign-up → employee creates and sets up a restaurant → admin assigns it → the new owner sees it live","dashboard","2026-08-09","skipped","2026-08-09","Onboarding — Full chain","","",""
"Selecting the Notifications sub-tab shows the 'launching soon' placeholder — documenting that this surface is not yet functional, so no test should assert real notification settings there.","3991","TC-140: the Notifications sub-tab shows the coming-soon placeholder","dashboard","2026-08-09","passed","2026-08-09","Owner — Owner Settings Tab","","",""
"A customer order (seeded via the public order API at its real menu price, bumped to PENDING — no Stripe) appears in the restaurant's live current-orders feed, and can be driven PENDING → CONFIRMED → PREPARING → READY → PICKED_UP with each transition confirmed at the API source of truth.","1473","TC-100: a placed order is received on the POS and driven through the full lifecycle","pos","2026-08-09","passed","2026-08-09","POS — Order Lifecycle","","",""
"The coupon code field has maxLength=20 — typing a longer string is truncated at the input level.","4210","TC-152: coupon code input truncates at 20 characters","dashboard","2026-08-09","passed","2026-08-09","Owner — Coupons","","",""
"From the restaurant management portal, navigating to the menu editor reveals the 'New Category' button.","5597","TC-19: owner can navigate to the Menu tab and see the category section","dashboard","2026-08-09","passed","2026-08-09","Owner — Menu Management","","",""
"Single-select groups render real radio inputs sharing one name: choosing a second option deselects the first.","2985","TC-190: a maxSelections=1 group behaves as a radio — picking B replaces A","customer","2026-08-09","passed","2026-08-09","Customer — Item Modifiers","","",""
"","3594","TC-54: OWNER is denied the publish route (EMPLOYEE/ADMIN only)","dashboard","2026-08-09","passed","2026-08-09","Access — Role restrictions","","",""
"Typing a custom amount below the restaurant's configured minimum shows an inline error and does not advance to payment.","2834","TC-167: a custom amount below the minimum is rejected","customer","2026-08-09","passed","2026-08-09","Customer — Gift Cards","","",""
"POST /api/coupons/restaurant/:id with a negative `value` is rejected with a 4xx status.","304","TC-68: creating a coupon with a negative discount value is rejected","dashboard","2026-08-09","passed","2026-08-09","API — Negative cases","","",""
"A gift card frozen by an admin is rejected at checkout with a 'frozen' error.","2773","TC-175: a frozen gift card is rejected","customer","2026-08-09","passed","2026-08-09","Customer — Checkout gift card","","",""
"Changing the delivery order standard prep time and clicking Save changes PUTs the update and shows a success toast. The test restores the original value afterward so it doesn't leave the shared QA restaurant's data mutated.","4451","TC-88: owner can edit and save a Store Settings field","dashboard","2026-08-09","passed","2026-08-09","Owner — Restaurant Management Portal","","",""
"A password under 8 characters shows an inline validation error on blur (client-side validation; submit is never attempted here).","3085","TC-96: a weak password is rejected client-side","dashboard","2026-08-09","passed","2026-08-09","Public — Sign up","","",""
"The one true end-to-end cart path: open the item modal, click Add to Cart, open the cart via the floating View Cart button, and click through to /checkout. Every other checkout test seeds the cart via sessionStorage for speed — this test is the safety net that the real add-to-cart wiring (and the cart storage schema seedCart mimics) actually works.","5709","TC-99: customer can add an item to the cart and reach checkout through the real UI flow","customer","2026-08-09","passed","2026-08-09","Customer — Menu Browsing","","",""
"","5150","TC-104: inviting an existing email is rejected","dashboard","2026-08-09","passed","2026-08-09","Admin — User Management > Invite dialog","","",""
"Flipping the master switch persists Restaurant.lifecycleMarketingOptOut (verified via API); the test restores the original state.","4202","TC-207: the master switch pauses and resumes all automated marketing","dashboard","2026-08-09","passed","2026-08-09","Owner — Automated Marketing","","",""
"Selecting an allowsDuplicates modifier reveals its Qty stepper; bumping quantity to 2 doubles that modifier's contribution ($10.00 + 2 × $1.50 = $13.00).","2903","TC-194: an allowsDuplicates modifier's quantity stepper multiplies its price","customer","2026-08-09","passed","2026-08-09","Customer — Item Modifiers","","",""
"","4926","TC-09: admin sees delete confirmation and can cancel","dashboard","2026-08-09","passed","2026-08-09","Admin — Demo Request Actions","","",""
"","2","TC-28: owner can see publish checklist items on the publish page","dashboard","2026-08-09","skipped","2026-08-09","Owner — Publish Restaurant","","",""
"Selecting the 'Last 7 days' preset and applying it re-fetches the dashboard for the new window: the request fires, the picker closes, and the page resolves again with no load error.","5455","TC-129: changing the range to Last 7 days reloads the dashboard","dashboard","2026-08-09","passed","2026-08-09","Owner — Analytics Tab","","",""
"Quote-wiring coverage for delivery (not a full delivery order — that needs QA's delivery provider + a deliverable address): selecting Delivery and entering an address fires /api/delivery/quote and the UI resolves to either an available fee or a not-available message. Skips cleanly when the restaurant is pickup-only or Google Places yields no suggestion (external dependency).","12777","TC-126: selecting Delivery drives the address → quote round-trip","customer","2026-08-09","skipped","2026-08-09","Customer — Checkout coupon & delivery","","",""
"Selecting Fixed Amount as the discount type and a positive dollar value creates the coupon.","6269","TC-145: owner can create a FIXED_AMOUNT coupon","dashboard","2026-08-09","passed","2026-08-09","Owner — Coupons","","",""
"Filling the sign-up form and submitting redirects off /sign-up to the dashboard home. A fresh self-serve account is role USER (with only VIEW_RESTAURANT) — it does not become OWNER until the account creates a restaurant.","6600","TC-93: a visitor can register a new account","dashboard","2026-08-09","passed","2026-08-09","Public — Sign up","","",""
"POST /api/demo-requests with the email field omitted entirely is rejected with a 4xx status, bypassing the frontend's HTML5 required-field check.","92","TC-80: submitting a demo request with no email is rejected","dashboard","2026-08-09","passed","2026-08-09","API — Negative cases","","",""
"Typing a coupon's code into the search box narrows the table to matching rows.","6163","TC-153: Manage Coupons search filters by code","dashboard","2026-08-09","passed","2026-08-09","Owner — Coupons","","",""
"","4794","TC-102: invalid email shows an error and sends no request","dashboard","2026-08-09","passed","2026-08-09","Admin — User Management > Invite dialog","","",""
"Filling every field but leaving 'agree to terms' unchecked and clicking submit leaves the visitor on /demo with no success dialog (native validation blocks it).","18085","TC-74: submitting without agreeing to terms does not submit the form","dashboard","2026-08-09","failed","2026-08-09","Demo Request — Public Form","","",""
"When the Stripe status API returns hasAccount: false the page renders the 'Set Up Stripe Account' button. Route-mocked so the test is independent of the QA account's real Stripe state.","3524","TC-49: owner without Stripe sees the Set Up Stripe Account button","dashboard","2026-08-09","passed","2026-08-09","Owner — Payment Settings (Stripe Setup) > Setup page — pre-connection state (mocked)","","",""
"Clicking Filters actually opens the Filter Orders panel, not just a visible-but-inert button (TC-29 only asserted visibility, never exercised the click).","4425","TC-89: the Filters button opens the filter panel","dashboard","2026-08-09","passed","2026-08-09","Owner — Orders Tab","","",""
"Create an org coupon + recurring event via API, renew twice. Both calls must succeed — the second reuses/repairs the existing next-year coupon instead of failing with 'coupon already exists' (the original bug).","1400","TC-200: renewing an event coupon is idempotent (second renew succeeds as reuse)","dashboard","2026-08-09","passed","2026-08-09","Admin — Marketing campaign events","","",""
"FREE_DELIVERY is delivery-only: applying the code while the order is Pickup sends serviceType to validate and the backend rejects it with a delivery-only message — no discount, no $0.00 'saving'.","2333","TC-214: a free-delivery code is rejected on a pickup order","customer","2026-08-09","passed","2026-08-09","Customer — Free-delivery coupon","","",""
"The page shows a Delivery Configuration section describing the mode/provider/environment.","3860","TC-83: Uber Eats delivery settings page shows the delivery configuration section","dashboard","2026-08-09","passed","2026-08-09","Owner — Uber Eats Delivery Settings","","",""
"Clicking the Code column header toggles the sort direction without erroring.","5368","TC-157: Manage Coupons table sorts by Code","dashboard","2026-08-09","passed","2026-08-09","Owner — Coupons","","",""
"Opening the Add Item wizard and blurring name/price with both left blank shows inline required-field errors and keeps the Next button disabled.","6098","TC-62: menu item wizard blocks Next when name and price are blank","dashboard","2026-08-09","passed","2026-08-09","Owner — Menu Management > Category and item CRUD","","",""
"After applying a gift card, clicking Remove clears the 'Gift card applied' summary and returns to the code-entry state.","3030","TC-172: removing an applied gift card clears the discount","customer","2026-08-09","passed","2026-08-09","Customer — Checkout gift card","","",""
"","222","TC-124: a bogus invite token grants no elevated access","dashboard","2026-08-09","passed","2026-08-09","Admin — User Management > Invite claim — defensive","","",""
"","0","TC-181: admin can view and manage restaurant chains","dashboard","2026-08-09","skipped","2026-08-09","Admin — Chains","","",""
"","5890","TC-112: USER detail shows the role-appropriate tabs","dashboard","2026-08-09","passed","2026-08-09","Admin — User Management > Detail side sheet","","",""
