"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2910","TC-56: owner can reach menu management","dashboard","2026-08-16","passed","2026-08-16","Access — Restaurant management (shared screens)","","",""
"","5403","TC-42: owner can edit a menu category name","dashboard","2026-08-16","skipped","2026-08-16","Owner — Menu Management > Category and item CRUD","","",""
"Selecting the 'Customer Groups' sub-tab renders the Customer Segments view with its segment cards (e.g. VIP) from GET /api/customers/restaurant/:id/segments.","5096","TC-138: owner can switch to the Customer Groups (segments) sub-tab","dashboard","2026-08-16","passed","2026-08-16","Owner — Customers Tab","","",""
"The common (non-Stripe) cancel path that TC-225 does not cover. For an unpaid order the nested dialog shows no 'will be refunded' copy and its confirm button reads 'Cancel Order' (not 'Cancel & Refund'). Confirming PUTs /api/order/statistics/cancel/:id → {success:true, action:'CANCELLED'}, a success alert shows, the sheet auto-closes; re-opening shows the Cancelled chip with no Cancel / Mark-as buttons and no Order Progress stepper.","10621","TC-246: owner cancels an UNPAID order — no refund copy, order becomes Cancelled and loses its actions","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"Create an org coupon + recurring event via API, renew twice. Both calls must succeed — the second reuses/repairs the existing next-year coupon instead of failing with 'coupon already exists' (the original bug).","1576","TC-200: renewing an event coupon is idempotent (second renew succeeds as reuse)","dashboard","2026-08-16","passed","2026-08-16","Admin — Marketing campaign events","","",""
"A gift card frozen by an admin is rejected at checkout with a 'frozen' error.","3454","TC-175: a frozen gift card is rejected","customer","2026-08-16","passed","2026-08-16","Customer — Checkout gift card","","",""
"Navigating to /restaurant/restaurantId/:id/restaurantManagement loads the portal shell with a sidebar drawer.","3115","TC-15: owner can navigate to the restaurant management page and the portal shell loads","dashboard","2026-08-16","passed","2026-08-16","Owner — Restaurant Management Portal","","",""
"","3273","TC-55: OWNER is denied the tax route (EMPLOYEE/ADMIN only)","dashboard","2026-08-16","passed","2026-08-16","Access — Role restrictions","","",""
"Clicking Customers in the portal sidebar loads the customer directory: the sub-tabs (All Customers / Customer Groups), the search field, and the Total Customers stat are all present.","4192","TC-136: owner can open the Customers tab and see the directory","dashboard","2026-08-16","passed","2026-08-16","Owner — Customers Tab","","",""
"PUT /api/order/statistics/cancel/:id on a live unpaid order → 200 {action:'CANCELLED'}; the same call again → 400 'already been cancelled'. Prevents double-cancel from a stale sheet.","839","TC-256: cancelling an already-cancelled order is rejected","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders API contract","","",""
"Typing a custom amount above the restaurant's configured maximum shows an inline error and does not advance to payment.","2682","TC-168: a custom amount above the maximum is rejected","customer","2026-08-16","passed","2026-08-16","Customer — Gift Cards","","",""
"Filling password/confirmPassword with different values shows an inline 'Passwords must match' error on blur (client-side validation; submit is never attempted here).","3413","TC-95: a mismatched confirm-password blocks submission","dashboard","2026-08-16","passed","2026-08-16","Public — Sign up","","",""
