"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checking the balance of a code that doesn't exist shows 'Card not found or invalid code'.","2078","TC-170: balance check shows not-found for a nonexistent code","customer","2026-07-19","passed","2026-07-19","Customer — Gift Cards","","",""
"","3724","TC-106: cancel resets the invite form","dashboard","2026-07-19","passed","2026-07-19","Admin — User Management > Invite dialog","","",""
"Filling password/confirmPassword with different values shows an inline 'Passwords must match' error on blur (client-side validation; submit is never attempted here).","2295","TC-95: a mismatched confirm-password blocks submission","dashboard","2026-07-19","passed","2026-07-19","Public — Sign up","","",""
"Applying a code that doesn't exist shows an error and no discount is applied.","1869","TC-173: an invalid gift card code is rejected","customer","2026-07-19","passed","2026-07-19","Customer — Checkout gift card","","",""
"","3927","TC-42: owner can edit a menu category name","dashboard","2026-07-19","skipped","2026-07-19","Owner — Menu Management > Category and item CRUD","","",""
"Typing a substring of a coupon's description into the search box also matches that coupon.","4799","TC-154: Manage Coupons search filters by description","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"After the /api/analytics/dashboard fetch completes, the page shows either the summary cards (when the range has orders) or the 'no data for this range' empty state — never a load error. This asserts the fetch path works regardless of the current QA data volume.","4010","TC-127: the analytics dashboard resolves to data or an empty state without erroring","dashboard","2026-07-19","passed","2026-07-19","Owner — Analytics Tab","","",""
"","2083","TC-56: owner can reach menu management","dashboard","2026-07-19","passed","2026-07-19","Access — Restaurant management (shared screens)","","",""
"Delete opens a typed-word confirmation dialog; confirming removes the coupon from both the table and the API.","6502","TC-160: owner can delete a coupon via the typed-confirmation dialog","dashboard","2026-07-19","passed","2026-07-19","Owner — Coupons","","",""
"Owner clicks Edit Item on an existing menu item, updates name and price in the wizard, and verifies the success toast.","9812","TC-43: owner can edit a menu item name and price","dashboard","2026-07-19","passed","2026-07-19","Owner — Menu Management > Category and item CRUD","","",""
"","110","TC-179: current-orders + status reject an unauthenticated caller","pos","2026-07-19","skipped","2026-07-19","POS — Order Lifecycle","","",""
