"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"POST /api/demo-requests with the email field omitted entirely is rejected with a 4xx status, bypassing the frontend's HTML5 required-field check.","69","TC-80: submitting a demo request with no email is rejected","dashboard","2026-08-01","passed","2026-08-01","API — Negative cases","","",""
"A maxSelections=2 checkbox group: after two selections the third, unchecked option is disabled (and un-checking frees it again).","2533","TC-191: maxSelections caps a multi-select group — remaining options disable at the cap","customer","2026-08-01","passed","2026-08-01","Customer — Item Modifiers","","",""
"From the restaurant management portal, navigating to the menu editor reveals the 'New Category' button.","4097","TC-19: owner can navigate to the Menu tab and see the category section","dashboard","2026-08-01","passed","2026-08-01","Owner — Menu Management","","",""
"","18438","TC-102: invalid email shows an error and sends no request","dashboard","2026-08-01","passed","2026-08-01","Admin — User Management > Invite dialog","","",""
"Clicking the Code column header toggles the sort direction without erroring.","4293","TC-157: Manage Coupons table sorts by Code","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"","4586","TC-112: USER detail shows the role-appropriate tabs","dashboard","2026-08-01","passed","2026-08-01","Admin — User Management > Detail side sheet","","",""
"Editing a coupon's discount value and saving persists the new value. This previously 500'd server-side because the form sent `value` as a string but Prisma's coupon.update() expects a Float (RestauNax #481); the fix coerces numeric fields on both the form and the update controller. Verifies the update toast appears and the new value is reflected server-side.","5786","TC-92: owner can edit an existing coupon's discount value","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"","1","TC-143: employee can reach the publish page and see the Publish Restaurant button","dashboard","2026-08-01","skipped","2026-08-01","Employee — Publish menu","","",""
"After narrowing the Order Status filter, the Reset button returns it to 'All Statuses' so the owner can clear a filter without reloading the page.","5481","TC-133: resetting the filters restores the default status","dashboard","2026-08-01","passed","2026-08-01","Owner — Orders Tab","","",""
"The frontend doesn't gate gift-card redemption on whether a coupon is already applied (or vice versa) — both discounts show simultaneously. This documents currently-supported behavior; it does not touch the separate canCombineWithCoupons config flag, which isn't enforced by either side today (see TEST_COVERAGE.md's Known Technical Debt).","3505","TC-176: a coupon and a gift card can both be applied to the same order","customer","2026-08-01","passed","2026-08-01","Customer — Checkout gift card","","",""
"","4831","TC-113: OWNER detail exposes all tabs incl. read-only Restaurants","dashboard","2026-08-01","passed","2026-08-01","Admin — User Management > Detail side sheet","","",""
"The subtitle tells the owner they can connect Stripe to accept payments.","2773","TC-48: setup page shows the header description","dashboard","2026-08-01","passed","2026-08-01","Owner — Payment Settings (Stripe Setup) > Setup page","","",""
"Navigating directly to /admin with no session redirects to /sign-in rather than rendering the admin dashboard.","3381","TC-72: an unauthenticated visitor hitting the admin dashboard is redirected to sign-in","dashboard","2026-08-01","passed","2026-08-01","Access — Unauthenticated","","",""
"A category that still contains items must not be deletable — the owner-facing menu editor hides the category 'Delete' button until the category is empty, preventing accidental bulk-deletion of its items. (Runs after TC-21, which leaves an item in the category.)","4634","TC-67: owner cannot delete a category that has items","dashboard","2026-08-01","passed","2026-08-01","Owner — Menu Management > Category and item CRUD","","",""
"Owner clicks Edit Item on an existing menu item, updates name and price in the wizard, and verifies the success toast.","9847","TC-43: owner can edit a menu item name and price","dashboard","2026-08-01","passed","2026-08-01","Owner — Menu Management > Category and item CRUD","","",""
"The minimum-order and fee-cap fields are enabled and required for a Free Delivery coupon: submitting without them is blocked with field errors, and once filled the coupon persists with both values (the margin guardrail — the fee waiver is self-funded).","5288","TC-216: a Free Delivery coupon requires a minimum order and a fee cap","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"Typing a custom amount below the restaurant's configured minimum shows an inline error and does not advance to payment.","2205","TC-167: a custom amount below the minimum is rejected","customer","2026-08-01","passed","2026-08-01","Customer — Gift Cards","","",""
"Searching orders for a query that matches nothing shows the 'No orders found' empty state instead of an error or a stale table.","3492","TC-70: searching for a nonexistent order shows the empty state","dashboard","2026-08-01","passed","2026-08-01","Owner — Orders Tab","","",""
"","3","TC-165: guest purchases a gift card as a Send-as-Gift preset denomination","customer","2026-08-01","skipped","2026-08-01","Customer — Gift Cards","","",""
"POST /menu/item/new without a name field is rejected with a 4xx status, bypassing the UI.","237","TC-65: creating a menu item with no name is rejected","dashboard","2026-08-01","passed","2026-08-01","API — Negative cases","","",""
"","2967","TC-61: unknown email shows an error","dashboard","2026-08-01","passed","2026-08-01","Public — Sign in","","",""
"Delete opens a typed-word confirmation dialog; confirming removes the coupon from both the table and the API.","6717","TC-160: owner can delete a coupon via the typed-confirmation dialog","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"Sending the pre-filled follow-up email flips demo status NEW -> CONTACTED and delivers a real email through the Mailpit sandbox (verified via waitForEmail, gated on MAILPIT_BASE_URL).","28766","TC-08: admin can send a follow-up email","dashboard","2026-08-01","failed","2026-08-01","Admin — Demo Request Actions","","",""
"Create an org coupon + recurring event via API, renew twice. Both calls must succeed — the second reuses/repairs the existing next-year coupon instead of failing with 'coupon already exists' (the original bug).","1004","TC-200: renewing an event coupon is idempotent (second renew succeeds as reuse)","dashboard","2026-08-01","passed","2026-08-01","Admin — Marketing campaign events","","",""
"A customer order (seeded via the public order API at its real menu price, bumped to PENDING — no Stripe) appears in the restaurant's live current-orders feed, and can be driven PENDING → CONFIRMED → PREPARING → READY → PICKED_UP with each transition confirmed at the API source of truth.","971","TC-100: a placed order is received on the POS and driven through the full lifecycle","pos","2026-08-01","passed","2026-08-01","POS — Order Lifecycle","","",""
"Navigating directly to /restaurant/stores with no session redirects to /sign-in rather than rendering the dashboard.","2489","TC-71: an unauthenticated visitor hitting the owner restaurant list is redirected to sign-in","dashboard","2026-08-01","passed","2026-08-01","Access — Unauthenticated","","",""
"Typing a substring of a coupon's description into the search box also matches that coupon.","4942","TC-154: Manage Coupons search filters by description","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"Admin navigates to Demo Management, searches by email, and verifies the row shows correct name, status NEW, and a creation timestamp.","3949","TC-04: admin can find the new demo request in Demo Management","dashboard","2026-08-01","passed","2026-08-01","Admin — Demo Management","","",""
"","2014","TC-57: admin can reach menu management","dashboard","2026-08-01","passed","2026-08-01","Access — Restaurant management (shared screens)","","",""
"","4","TC-58: employee can reach menu management","dashboard","2026-08-01","skipped","2026-08-01","Access — Restaurant management (shared screens)","","",""
"Searching the Assign autocomplete for the known ADMIN_EMAIL account, selecting it, and clicking Assign PUTs assignedToId — verified via the response body (the UI doesn't surface the assignee anywhere else).","6905","TC-10: admin can assign a demo request to a team member","dashboard","2026-08-01","passed","2026-08-01","Admin — Demo Request Actions","","",""
"The row action menu's Duplicate option opens the create form pre-filled with '<code>-COPY', and submitting it creates a second, independent coupon.","16540","TC-159: Duplicate pre-fills a new coupon form from an existing coupon","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"Filling in a Stripe DECLINED test card and clicking Complete Order shows a Payment Error on the checkout page instead of reaching Order Confirmed.","9047","TC-64: a declined card shows a payment error and does not place the order","customer","2026-08-01","passed","2026-08-01","Customer — Order Placement","","",""
"After partially filling the create form, Reset Form clears the code and description fields.","3457","TC-164: Reset Form clears the create-coupon form back to defaults","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"Submitting the sign-up form with an email that already has an account shows an error banner and keeps the visitor on /sign-up.","7257","TC-94: registering with an already-used email is rejected","dashboard","2026-08-01","passed","2026-08-01","Public — Sign up","","",""
"Applying a code that doesn't exist shows an error and no discount is applied.","2337","TC-173: an invalid gift card code is rejected","customer","2026-08-01","passed","2026-08-01","Customer — Checkout gift card","","",""
"Submitting an Item Discount coupon without picking a menu item is blocked and no coupon is created. Note: the app's own validateForm() has a menuItemId-required rule with a custom message, but it never gets a chance to run here — MUI's Select renders a hidden input[name=menuItemId][required] for native HTML5 form validation, and the browser's native 'Please fill out this field' constraint-validation UI intercepts the submit event before React's onSubmit fires (confirmed live: no POST /api/coupons request is ever sent).","4366","TC-147: FIXED_ITEM without a menu item selection is rejected","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"The Orders tab offers an Export action so owners can pull their orders out for reporting/accounting.","3060","TC-135: the Orders toolbar exposes an Export control","dashboard","2026-08-01","passed","2026-08-01","Owner — Orders Tab","","",""
"A customer landing on /checkout without anything in the cart gets the 'Your Cart is Empty' screen instead of the checkout form.","1909","TC-185: /checkout with an empty cart shows the empty-cart message","customer","2026-08-01","passed","2026-08-01","Customer — Checkout","","",""
"A minSelections=1 group with no default: the group shows its Required pill and Add to Cart stays disabled; picking an option enables it.","1758","TC-189: a required modifier group blocks Add to Cart until a selection is made","customer","2026-08-01","passed","2026-08-01","Customer — Item Modifiers","","",""
"","0","TC-180: a user can view/set their POS PIN","dashboard","2026-08-01","skipped","2026-08-01","Staff — Portal","","",""
"Filling the sign-up form and submitting redirects off /sign-up to the dashboard home. A fresh self-serve account is role USER (with only VIEW_RESTAURANT) — it does not become OWNER until the account creates a restaurant.","6058","TC-93: a visitor can register a new account","dashboard","2026-08-01","passed","2026-08-01","Public — Sign up","","",""
"A Fixed Amount coupon submitted with a value of 0 shows 'Amount must be greater than 0' and does not create the coupon (complements TC-63, which covers the PERCENTAGE-range path).","4239","TC-148: a non-positive FIXED_AMOUNT value is rejected","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"Opening Delete and clicking Cancel (without typing the confirm word) does not delete the coupon.","5907","TC-161: cancelling the delete confirmation leaves the coupon untouched","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"Tip is client-selected but the charged total is the server quote (amountToCharge): raising the tip preset raises the quoted Total, zeroing it via the custom input lowers it. Proves the tip → /quote round-trip, with no assumptions about tax math.","3583","TC-186: tip presets and custom tip flow into the server-quoted total","customer","2026-08-01","passed","2026-08-01","Customer — Checkout","","",""
"","0","TC-97: employee creates a restaurant on behalf of a client","dashboard","2026-08-01","skipped","2026-08-01","Employee — Create restaurant","","",""
"Typing a custom amount above the restaurant's configured maximum shows an inline error and does not advance to payment.","2646","TC-168: a custom amount above the maximum is rejected","customer","2026-08-01","passed","2026-08-01","Customer — Gift Cards","","",""
"Selecting the 'Last 7 days' preset and applying it re-fetches the dashboard for the new window: the request fires, the picker closes, and the page resolves again with no load error.","3623","TC-129: changing the range to Last 7 days reloads the dashboard","dashboard","2026-08-01","passed","2026-08-01","Owner — Analytics Tab","","",""
"The Events sub-tab opens on the Upcoming filter; switching to Past never shows Upcoming-status rows (expired events no longer pollute the default view).","3076","TC-198: events list defaults to Upcoming and Past shows only finished events","dashboard","2026-08-01","passed","2026-08-01","Admin — Marketing campaign events","","",""
"With a $0.25 item (server-quoted total lands between $0.01 and $0.49), checkout disables the proceed button — label 'Minimum $0.50 Required' — and shows the explainer banner. No order is created.","3010","TC-188: a quoted total under Stripe's $0.50 minimum blocks payment","customer","2026-08-01","passed","2026-08-01","Customer — Checkout Stripe minimum","","",""
"Expanding the Coupons accordion and clicking Create Coupon loads the coupon form.","3713","TC-30: owner can navigate to the Create Coupon form","dashboard","2026-08-01","passed","2026-08-01","Owner — Coupons","","",""
"Clicking Orders in the portal sidebar loads the orders tab with a search bar and table column headers.","2918","TC-29: owner can navigate to the Orders tab and see the orders search bar","dashboard","2026-08-01","passed","2026-08-01","Owner — Orders Tab","","",""
"","2968","TC-103: submit is disabled until a role is selected","dashboard","2026-08-01","passed","2026-08-01","Admin — User Management > Invite dialog","","",""
"","1","TC-177: a gift card that fully covers the order completes without a Stripe step","customer","2026-08-01","skipped","2026-08-01","Customer — Checkout gift card","","",""
"The Orders DataGrid renders a real column set (Status is in view, plus several more) — not just a search bar (TC-29 only checked the search UI). Far-right columns (Payment, Subtotal) are column-virtualized out of the DOM at the default viewport, so we assert the in-view Status header plus a minimum header count rather than every label.","3172","TC-131: the orders grid shows the key column headers","dashboard","2026-08-01","passed","2026-08-01","Owner — Orders Tab","","",""
