"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","TC-143: employee can reach the publish page and see the Publish Restaurant button","dashboard","2026-08-19","skipped","2026-08-19","Employee — Publish menu","","",""
"The Orders tab offers an Export action so owners can pull their orders out for reporting/accounting.","3160","TC-135: the Orders toolbar exposes an Export control","dashboard","2026-08-19","passed","2026-08-19","Owner — Orders Tab","","",""
"","215","TC-286: another owner must not upload an image onto our item","dashboard","2026-08-19","passed","2026-08-19","Owner — Menu API contract > authorization — a second owner against our menu","","",""
"For API-seeded deals the row shows: name, 'N items' (qty-1 slots), $deal + struck $original, 'X% off' (0 dp), restrictions ('All days'/'All day' or 'Mon, Wed' + '11:00 - 14:00'), the status badge, and '0 times'. Stat cards Total/Active Deals equal the counts in the GET /api/deals/restaurant/:id response the page itself received (concurrency-safe).","3879","TC-351: the table renders the seeded deals cell-for-cell and the stat cards equal the page's own list response","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals","","",""
"GET /api/deals/restaurant/:id augments each deal: computedStatus = EXPIRED when status is ACTIVE but endDate < now (status itself stays ACTIVE — expiry is computed on read, never written); hasOutOfStockItem / isAvailable reflect a required item's outOfStock; list is createdAt desc.","1052","TC-327: owner list — computedStatus EXPIRED for a past endDate, isAvailable false when a required item is 86'd, newest first","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals API contract","","",""
"Pizza + fries @ $15; the pizza slot is customised with 'Extra Cheese' (+$2.00, ADJUSTS_PRICE). Checkout shows 'Modifiers/Upgrades +$2.00', the expanded deal lists '1x <pizza> (+$2.00)', and the page's own /quote returns upcharge 2 / lineTotal 17 / subtotal 17 — the client's number is recomputed server-side.","4182","TC-369: a modifier chosen on a deal slot is charged as an upcharge on top of the deal price — in the summary and in the quote","customer","2026-08-19","passed","2026-08-19","Deals → Storefront hand-off","","",""
"","3225","TC-354: sorting by Price and Savings orders the seeded rows by the server numbers","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals","","",""
"","2","TC-28: owner can see publish checklist items on the publish page","dashboard","2026-08-19","skipped","2026-08-19","Owner — Publish Restaurant","","",""
"","5036","TC-109: role filter narrows the list","dashboard","2026-08-19","passed","2026-08-19","Admin — User Management > List, search & filter","","",""
"Detail 'Delete' → confirm → DELETE /menu/menuItemId/:id (soft: isActive=false) → the builder card gets the 'No longer available' badge, the merged-menu read (Menu tab / storefront) hides it, and opening the detail URL directly shows 'This item is no longer available. All actions are disabled.' Skips with a reason if this owner lacks the Delete button (DELETE_MENU_ITEM).","6352","TC-302: Delete on the detail page soft-deletes — card badged, hidden from the menu read, detail shows the inactive banner","dashboard","2026-08-19","passed","2026-08-19","Owner — Menu builder, item wizard & item detail","","",""
"Selecting an allowsDuplicates modifier reveals its Qty stepper; bumping quantity to 2 doubles that modifier's contribution ($10.00 + 2 × $1.50 = $13.00).","2020","TC-194: an allowsDuplicates modifier's quantity stepper multiplies its price","customer","2026-08-19","passed","2026-08-19","Customer — Item Modifiers","","",""
"Deterministic proof that the report aggregates real order data: after seeding 3 CONFIRMED orders at the seed item's real price, the current business day's KPIs (from GET /restaurant/:id/daily-close?include=report) have grown by at least the seeded order count and net-sales amount vs. the pre-seed baseline. Uses >= (not ==) because other specs may add orders to the same day concurrently — they only ever increase it.","256","TC-142: the seeded orders are reflected in today's Daily Report KPIs","dashboard","2026-08-19","passed","2026-08-19","Owner — Daily Report Tab","","",""
"Chain: 86 a shared item at A and at B. POST /menu/menu-groups/:sharedGroup/reset-availability {restaurantId:A} → A reads outOfStock:false while B is still out of stock (only A's override rows are cleared — RestauNax #602). The legacy call without restaurantId only clears the master flag, so B stays 86'd until its own location reset. A non-member restaurantId → 400.","943","TC-282: chain reset-availability with restaurantId un-86s that location only; without it, the master flag","dashboard","2026-08-19","passed","2026-08-19","Owner — Menu API contract","","",""
"A store that has real orders can't leave a chain (Domino's rule): link a throwaway store, seed a real-price order on it, POST …/unlink → 400 'This location has gone live…'. Unlinking a restaurant that isn't a member → 404. Cancelling the order (CANCELLED is excluded from the live check) makes unlink succeed; the store is then archived (admin DELETE only archives — it never detaches membership) and the fixture chain is asserted back at 2 locations.","1950","TC-324: unlink is refused for a location that has gone live, and for a non-member","dashboard","2026-08-19","passed","2026-08-19","Admin — Chains","","",""
"Presence-only: the paid POST /api/deals/ai/generate is never triggered. Asserts the 3-step stepper, the questionnaire radios rendered from the public GET /api/deals/ai/questions, that Meal Type is disabled (defaults to All Day), and that 'Generate Deals' is disabled until audience + price range are picked.","2914","TC-364: AI Deal Generator smoke — stepper, server questionnaire, Generate gated on the required answers (never clicked)","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals","","",""
"Applying a code that doesn't exist shows an error and no discount is applied.","1465","TC-173: an invalid gift card code is rejected","customer","2026-08-19","passed","2026-08-19","Customer — Checkout gift card","","",""
"","3334","TC-356: the status switch deactivates and re-activates a deal (PATCH 200 + snackbar + badge)","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals","","",""
"","4608","TC-360: the form validates on submit and shows the live math (original price, savings, preview chip, ≥90% warning); duplicate items are refused; submit is disabled below 2 items","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals","","",""
"","3806","TC-352: search filters by name and description; no match → 'No deals found' + 'Create Your First Deal'; Refresh re-fetches","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals","","",""
"Filling the Notes field and clicking Save Changes PUTs /api/demo-requests/:id and the side sheet auto-closes on success (no toast). Reopening confirms the note persisted server-side.","5651","TC-07: admin can edit and save notes in the View/Edit Details side sheet","dashboard","2026-08-19","passed","2026-08-19","Admin — Demo Request Actions","","",""
"Builder 'Clone Menu' → dialog 'Clone Menu Items' with 'Step 1: Select Source Restaurant'. Closed without cloning — the actual clone rules are API-covered (TC-280 refuses chain targets).","3313","TC-306: the Clone Menu dialog opens with its source-restaurant step (smoke, no clone)","dashboard","2026-08-19","passed","2026-08-19","Owner — Menu builder, item wizard & item detail","","",""
"","3216","TC-370: 86'ing a required slot item pulls the whole deal from the storefront; restoring it brings the deal back","customer","2026-08-19","passed","2026-08-19","Deals → Storefront hand-off","","",""
"Storefront /menu renders the DealCard for the API-seeded combo (name, 'Save 21%', 'Includes:' one '1x' chip per slot row, struck $26.50 / $21.00, 'View Deal' → /deals/<id>). The owner flips the row's switch OFF in ?tab=deals → the storefront no longer offers it (public /active hides INACTIVE); ON → back.","7945","TC-367: 'Today's Deals' on /menu offers the owner's deal; toggling it OFF in Manage Deals removes it, ON brings it back","customer","2026-08-19","passed","2026-08-19","Deals → Storefront hand-off","","",""
"Sending the pre-filled follow-up email flips demo status NEW -> CONTACTED and delivers a real email through the Mailpit sandbox (verified via waitForEmail, gated on MAILPIT_BASE_URL).","28896","TC-08: admin can send a follow-up email","dashboard","2026-08-19","failed","2026-08-19","Admin — Demo Request Actions","","",""
"Delivery orders have a longer path: PENDING → Confirmed → Preparing → Ready → Out for Delivery → Delivered. Each step is confirmed by the status PUT; at Delivered the button is gone.","5411","TC-245: owner drives a delivery order through its whole lifecycle from the detail sheet","dashboard","2026-08-19","passed","2026-08-19","Owner — Orders Tab","","",""
"A minOrderAmount coupon applies while two cart lines clear the minimum; removing one line triggers CouponSection's debounced revalidation, the backend 400s ('Order must be at least $X'), and the coupon is auto-removed with an explanatory error.","3760","TC-187: a coupon is auto-removed when the cart drops below its minimum order amount","customer","2026-08-19","passed","2026-08-19","Customer — Checkout coupon revalidation","","",""
"Owner navigates to /setupStripe and the Payment Setup heading is visible.","2510","TC-46: setup page loads with Payment Setup heading","dashboard","2026-08-19","passed","2026-08-19","Owner — Payment Settings (Stripe Setup) > Setup page","","",""
"At A, edit the shared item's name in the wizard and save → PUT …/changes; the new name shows on BOTH locations' Menu tabs (shared row = one MenuItem). If the build shows the 'Heads up — chain-wide change' fan-out confirm it is accepted (Continue) — the QA build at the time of writing did not.","11980","TC-313: editing a shared item at one location fans out to every location","dashboard","2026-08-19","passed","2026-08-19","Owner — Chain menu (per-location overrides, shared vs local)","","",""
"GET /api/order/statistics/management/:id hides INITIALIZED placeholders by default (a search that can only match the un-bumped seed returns nothing). Passing status=INITIALIZED explicitly DOES return it — pinned as current behaviour pending a product decision on whether owners should ever see placeholders.","455","TC-258: INITIALIZED (pre-payment) orders are excluded from the owner list unless asked for explicitly","dashboard","2026-08-19","passed","2026-08-19","Owner — Orders API contract","","",""
"For a DELIVERY order the sheet gains a Delivery Info tab with the street/unit, city/state/zip, the customer's delivery notes and (no courier dispatched) 'Delivered by the restaurant'. A PICKUP order has only Order Details + Customer Info.","5142","TC-243: the Delivery Info tab shows the delivery address and notes; pickup orders have no such tab","dashboard","2026-08-19","passed","2026-08-19","Owner — Orders Tab","","",""
"","3066","TC-54: OWNER is denied the publish route (EMPLOYEE/ADMIN only)","dashboard","2026-08-19","passed","2026-08-19","Access — Role restrictions","","",""
"Clicking the date-range button opens the picker popover exposing the Quick Select presets (Last 7 days / Last 30 days), so owners can change the reporting window.","13234","TC-128: the date-range picker opens with quick-select presets","dashboard","2026-08-19","failed","2026-08-19","Owner — Analytics Tab","","",""
"TC-132 proved the request fires; this proves the ROWS are right. Search by the seed surname (so the result set is exactly our three rows) then filter Pending → the response carries status=PENDING and contains only order A (PENDING) — B (CONFIRMED) and C (CANCELLED) are gone.","5080","TC-234: the Order Status filter returns only orders in that status","dashboard","2026-08-19","passed","2026-08-19","Owner — Orders Tab","","",""
"Flipping a program's Enabled switch persists to the backend; the test restores the original state so no automation is left accidentally enabled/disabled on QA.","3586","TC-203: the enabled switch toggles a program and persists","dashboard","2026-08-19","passed","2026-08-19","Admin — Marketing automations","","",""
"","2748","TC-355: expanding a row lists its slots as '1x <item> ($price)' chips","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals","","",""
"A FREE_DELIVERY coupon with a $1 fee cap on a delivery order whose fee exceeds $1: only $1 is waived, so the order total drops by exactly the cap (not the whole fee) and the fee row does not read 'Free'. Skips cleanly on the same external-dependency conditions as TC-215.","14601","TC-218: a fee cap limits the waiver to the capped amount","customer","2026-08-19","skipped","2026-08-19","Customer — Free-delivery coupon","","",""
"Cart is injected via sessionStorage; customer navigates to /checkout and sees the customer info form.","1353","TC-24: customer with pre-seeded cart can reach checkout and see the form","customer","2026-08-19","passed","2026-08-19","Customer — Checkout","","",""
"Clicking a row in the orders grid opens a detail dialog with order info, items, and totals — read-only assertions only; no status change/cancel/refund. An order is seeded via the API in beforeAll so a row is always present (no longer dependent on QA residue).","3984","TC-90: opening an order shows its detail view","dashboard","2026-08-19","passed","2026-08-19","Owner — Orders Tab","","",""
"The frontend doesn't gate gift-card redemption on whether a coupon is already applied (or vice versa) — both discounts show simultaneously. This documents currently-supported behavior; it does not touch the separate canCombineWithCoupons config flag, which isn't enforced by either side today (see TEST_COVERAGE.md's Known Technical Debt).","799","TC-176: a coupon and a gift card can both be applied to the same order","customer","2026-08-19","failed","2026-08-19","Customer — Checkout gift card","","",""
"Admin navigates to Demo Management, searches by email, and verifies the row shows correct name, status NEW, and a creation timestamp.","3166","TC-04: admin can find the new demo request in Demo Management","dashboard","2026-08-19","passed","2026-08-19","Admin — Demo Management","","",""
"","0","TC-180: a user can view/set their POS PIN","dashboard","2026-08-19","skipped","2026-08-19","Staff — Portal","","",""
"","0","TC-182: sign-up → employee creates and sets up a restaurant → admin assigns it → the new owner sees it live","dashboard","2026-08-19","skipped","2026-08-19","Onboarding — Full chain","","",""
"PUT /menu/menu-items/:id/modifier-order persists sortOrder = array position at every level; a group id that doesn't belong to the item matches zero rows (its own sortOrder is untouched).","641","TC-267: modifier reorder is index-based and ignores foreign ids","dashboard","2026-08-19","passed","2026-08-19","Owner — Menu API contract","","",""
"A gift card frozen by an admin is rejected at checkout with a 'frozen' error.","514","TC-175: a frozen gift card is rejected","customer","2026-08-19","failed","2026-08-19","Customer — Checkout gift card","","",""
"","3","TC-58: employee can reach menu management","dashboard","2026-08-19","skipped","2026-08-19","Access — Restaurant management (shared screens)","","",""
"Tip is client-selected but the charged total is the server quote (amountToCharge): raising the tip preset raises the quoted Total, zeroing it via the custom input lowers it. Proves the tip → /quote round-trip, with no assumptions about tax math.","2534","TC-186: tip presets and custom tip flow into the server-quoted total","customer","2026-08-19","passed","2026-08-19","Customer — Checkout","","",""
"","2939","TC-12: Proceed to Onboarding navigates to restaurant setup","dashboard","2026-08-19","passed","2026-08-19","Admin — Demo Request Actions","","",""
"After Stripe redirects back to /stripe-onboarding-success the page shows either 'Stripe Account Successfully Connected!' or 'Stripe Account Setup In Progress', and the Restaurant Dashboard button is always present.","2957","TC-51: success callback page loads after Stripe redirect","dashboard","2026-08-19","passed","2026-08-19","Owner — Payment Settings (Stripe Setup) > Success callback page","","",""
"Clicking Orders in the portal sidebar loads the orders tab with a search bar and table column headers.","3244","TC-29: owner can navigate to the Orders tab and see the orders search bar @smoke","dashboard","2026-08-19","passed","2026-08-19","Owner — Orders Tab","","",""
"The coupon code field has maxLength=20 — typing a longer string is truncated at the input level.","3118","TC-152: coupon code input truncates at 20 characters","dashboard","2026-08-19","passed","2026-08-19","Owner — Coupons","","",""
"At A's builder, 'New Category' shows the radio 'Who is this category for?' — 'Just this store' (default) → chip 'Only at this location' and the category is absent from B; a second one with 'All my stores (shared across 2)' → fan-out confirm 'Heads up — chain-wide change … all 2 locations' → Continue → chip 'Shared · all 2 locations' and present at B / chain shell.","4670","TC-315: New Category at a location offers 'Just this store' vs 'All my stores' scope","dashboard","2026-08-19","passed","2026-08-19","Owner — Chain menu (per-location overrides, shared vs local)","","",""
"A category that still contains items must not be deletable — the owner-facing menu editor hides the category 'Delete' button until the category is empty, preventing accidental bulk-deletion of its items. (Runs after TC-21, which leaves an item in the category.)","4510","TC-67: owner cannot delete a category that has items","dashboard","2026-08-19","passed","2026-08-19","Owner — Menu Management > Category and item CRUD","","",""
"","2841","TC-363: Deal Analytics renders the metric cards and summaries from GET /stats and lists top deals (or the no-usage empty state)","dashboard","2026-08-19","passed","2026-08-19","Owner — Deals","","",""
"Opening /deals/<id> auto-adds the deal to the cart and shows per-slot progress ('0 of 1 items added'); picking the slot item via 'Add to Deal' completes it ('Deal Complete!') and checkout offers the normal Proceed to Payment button.","3205","TC-195: the deal builder auto-adds the deal and completing its slot enables checkout @smoke","customer","2026-08-19","passed","2026-08-19","Customer — Deals","","",""
