"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"POST /api/coupons/restaurant/:id with a negative `value` is rejected with a 4xx status.","208","TC-68: creating a coupon with a negative discount value is rejected","dashboard","2026-08-16","passed","2026-08-16","API — Negative cases","","",""
"Checking the balance of a code that doesn't exist shows 'Card not found or invalid code'.","2018","TC-170: balance check shows not-found for a nonexistent code","customer","2026-08-16","passed","2026-08-16","Customer — Gift Cards","","",""
"MenuPage's landing-page deep link: /menu?restaurantId=<id>&item=<itemId> auto-opens the item modal (and scrolls to its group) once the menu loads — no card click needed.","1668","TC-184: the ?item= deep link auto-opens that item's modal","customer","2026-08-16","passed","2026-08-16","Customer — Menu Browsing","","",""
"Select Delivery, resolve a fee quote, then apply the free-delivery code: the coupon applies and the order summary shows the delivery fee waived ('Free'). Skips cleanly when the restaurant is pickup-only, Google Places yields no suggestion, or delivery is not available at the address (external dependencies, mirroring TC-126).","14289","TC-215: on a delivery order the code waives the fee and shows Free","customer","2026-08-16","skipped","2026-08-16","Customer — Free-delivery coupon","","",""
"POST /api/order/statistics/export/:id with a search that matches nothing → 400 'No orders found'. With the seed surname → 200 text/csv whose header is the 32 documented columns and whose 'Order Number' column (the receipt number) includes our seeded order.","489","TC-260: CSV export rejects an empty result set and streams a 32-column CSV otherwise","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders API contract","","",""
"Admin navigates to Demo Management, searches by email, and verifies the row shows correct name, status NEW, and a creation timestamp.","3096","TC-04: admin can find the new demo request in Demo Management","dashboard","2026-08-16","passed","2026-08-16","Admin — Demo Management","","",""
"","3081","TC-05: admin can open the action menu on a demo row","dashboard","2026-08-16","passed","2026-08-16","Admin — Demo Request Actions","","",""
"Opening /deals/<id> auto-adds the deal to the cart and shows per-slot progress ('0 of 1 items added'); picking the slot item via 'Add to Deal' completes it ('Deal Complete!') and checkout offers the normal Proceed to Payment button.","3360","TC-195: the deal builder auto-adds the deal and completing its slot enables checkout","customer","2026-08-16","passed","2026-08-16","Customer — Deals","","",""
"","8","TC-27: owner can reach the publish page and see the Publish Restaurant button","dashboard","2026-08-16","skipped","2026-08-16","Owner — Publish Restaurant","","",""
"Filling password/confirmPassword with different values shows an inline 'Passwords must match' error on blur (client-side validation; submit is never attempted here).","2166","TC-95: a mismatched confirm-password blocks submission","dashboard","2026-08-16","passed","2026-08-16","Public — Sign up","","",""
"The subtitle tells the owner they can connect Stripe to accept payments.","2252","TC-48: setup page shows the header description","dashboard","2026-08-16","passed","2026-08-16","Owner — Payment Settings (Stripe Setup) > Setup page","","",""
"","4","TC-166: guest purchases a gift card with a custom amount","customer","2026-08-16","skipped","2026-08-16","Customer — Gift Cards","","",""
"Filling the Notes field and clicking Save Changes PUTs /api/demo-requests/:id and the side sheet auto-closes on success (no toast). Reopening confirms the note persisted server-side.","5128","TC-07: admin can edit and save notes in the View/Edit Details side sheet","dashboard","2026-08-16","passed","2026-08-16","Admin — Demo Request Actions","","",""
"Owner navigates to /setupStripe and the Payment Setup heading is visible.","2395","TC-46: setup page loads with Payment Setup heading","dashboard","2026-08-16","passed","2026-08-16","Owner — Payment Settings (Stripe Setup) > Setup page","","",""
"Changing the delivery order standard prep time and clicking Save changes PUTs the update and shows a success toast. The test restores the original value afterward so it doesn't leave the shared QA restaurant's data mutated.","3730","TC-88: owner can edit and save a Store Settings field","dashboard","2026-08-16","passed","2026-08-16","Owner — Restaurant Management Portal","","",""
"Flipping the master switch persists Restaurant.lifecycleMarketingOptOut (verified via API); the test restores the original state.","2698","TC-207: the master switch pauses and resumes all automated marketing","dashboard","2026-08-16","passed","2026-08-16","Owner — Automated Marketing","","",""
"","4372","TC-109: role filter narrows the list","dashboard","2026-08-16","passed","2026-08-16","Admin — User Management > List, search & filter","","",""
"","0","TC-18: employee can set a tax rate and save — change persists","dashboard","2026-08-16","skipped","2026-08-16","Employee — Tax Settings","","",""
"","3481","TC-106: cancel resets the invite form","dashboard","2026-08-16","passed","2026-08-16","Admin — User Management > Invite dialog","","",""
"","1","TC-02: receive confirmation email after demo request submission","dashboard","2026-08-16","skipped","2026-08-16","Demo Request — Public Form","","",""
"The search box is one field for name / email / phone (backend ORs over customer.* AND the on-order contact snapshot). Surname: the run-unique last name returns exactly the three named seed rows (the guest seed has no name). Email: the unique local part returns order A. (Phone is TC-262.)","5106","TC-232: searching by customer last name and email finds the seeded orders","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"Owner creates an empty category, then deletes it and verifies it no longer appears in the category tabs.","6733","TC-45: owner can delete a menu category","dashboard","2026-08-16","passed","2026-08-16","Owner — Menu Management > Category and item CRUD","","",""
"","4902","TC-117: admin can send a password reset email","dashboard","2026-08-16","passed","2026-08-16","Admin — User Management > Settings tab","","",""
"Submitting the create-coupon form with no code is blocked and no coupon is created. Note: like TC-147, the code TextField is a real required HTML input, so the browser's native constraint validation intercepts the submit before React's own validateForm()/'Coupon code is required' message ever gets a chance to run (confirmed live: no POST /api/coupons request is sent).","3584","TC-150: an empty coupon code is rejected","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"Create an org coupon + recurring event via API, renew twice. Both calls must succeed — the second reuses/repairs the existing next-year coupon instead of failing with 'coupon already exists' (the original bug).","1105","TC-200: renewing an event coupon is idempotent (second renew succeeds as reuse)","dashboard","2026-08-16","passed","2026-08-16","Admin — Marketing campaign events","","",""
"","177","TC-124: a bogus invite token grants no elevated access","dashboard","2026-08-16","passed","2026-08-16","Admin — User Management > Invite claim — defensive","","",""
"Selecting the Free Delivery discount type hides the discount-value field (the fee waiver is computed at checkout), and the created coupon persists with type FREE_DELIVERY.","4569","TC-209: owner can create a Free Delivery coupon (no discount value)","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"A Fixed Amount coupon submitted with a value of 0 shows 'Amount must be greater than 0' and does not create the coupon (complements TC-63, which covers the PERCENTAGE-range path).","4400","TC-148: a non-positive FIXED_AMOUNT value is rejected","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"","2868","TC-103: submit is disabled until a role is selected","dashboard","2026-08-16","passed","2026-08-16","Admin — User Management > Invite dialog","","",""
"","43","TC-77: toggling status of a nonexistent user id is rejected","dashboard","2026-08-16","passed","2026-08-16","Admin — User Management > Settings tab — negative","","",""
"Typing the customer's 10-digit phone number into search returns their order (backend matches customer.phone and the on-order phone snapshot with `contains`). Regression guard for the int4-overflow bug fixed in RestauNax #589 — see test body.","4013","TC-262: searching by a customer phone number finds the seeded order","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"Opening the Add Item wizard and blurring name/price with both left blank shows inline required-field errors and keeps the Next button disabled.","5498","TC-62: menu item wizard blocks Next when name and price are blank","dashboard","2026-08-16","passed","2026-08-16","Owner — Menu Management > Category and item CRUD","","",""
"An export of nothing is a 400 on the backend, so the toolbar disables the Export button while totalCount is 0 and re-enables it once rows are back.","4859","TC-249: Export is disabled when the current view has no orders","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"","1","TC-177: a gift card that fully covers the order completes without a Stripe step","customer","2026-08-16","skipped","2026-08-16","Customer — Checkout gift card","","",""
"","287","TC-76: changing a user's role to an unknown value is rejected","dashboard","2026-08-16","passed","2026-08-16","Admin — User Management > Settings tab — negative","","",""
"Clicking Owner Settings in the sidebar loads the settings view: the title, both sub-tabs (Automated Reports / Notifications), and — once the settings fetch resolves — the Automated Business Reports section, its Schedule, and the Save Settings button. Read-only: no toggle is flipped and nothing is saved, so the shared QA owner account's real report config is untouched.","2563","TC-139: owner can open Owner Settings and see the Automated Reports form","dashboard","2026-08-16","passed","2026-08-16","Owner — Owner Settings Tab","","",""
"The admin Chains tab loads a DataGrid with its default-visible columns — read-only, no seed data assumed since chains aren't part of the shared QA seed.","3517","TC-181: admin can navigate to Chain Management and see the chains grid","dashboard","2026-08-16","passed","2026-08-16","Admin — Chains","","",""
"Filter Orders → Order Type = Delivery (scoped to the seed surname) sends orderType=DELIVERY and returns only order B; the pickup seeds A and C are excluded.","6017","TC-235: the Order Type filter returns only orders of that type","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"Expanding the Coupons accordion and clicking Create Coupon loads the coupon form.","3535","TC-30: owner can navigate to the Create Coupon form","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"Clicking 'Restaurant Dashboard' on the success page navigates to /restaurant/restaurantId/<id>/restaurantManagement.","2747","TC-52: clicking Restaurant Dashboard redirects to restaurant management","dashboard","2026-08-16","passed","2026-08-16","Owner — Payment Settings (Stripe Setup) > Success callback page","","",""
"With a deal in the cart, attempting to apply any coupon code is blocked client-side with 'Cannot combine coupons with deals' — the check fires before validation, so no seeded coupon is needed.","2835","TC-197: a coupon cannot be combined with a deal in the cart","customer","2026-08-16","passed","2026-08-16","Customer — Deals","","",""
"Submitting the sign-up form with an email that already has an account shows an error banner and keeps the visitor on /sign-up.","6867","TC-94: registering with an already-used email is rejected","dashboard","2026-08-16","passed","2026-08-16","Public — Sign up","","",""
"","0","TC-169: balance check shows the correct balance for a freshly purchased card","customer","2026-08-16","skipped","2026-08-16","Customer — Gift Cards","","",""
"Setting an End Date earlier than the Start Date shows 'End date must be after start date' and does not create the coupon.","4596","TC-149: an end date before the start date is rejected","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"Filling the coupon code, discount value, start and end dates and clicking Create Coupon shows a success toast.","4648","TC-31: owner can fill and submit a new coupon","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"","8582","TC-123: invited user claims access, and sees their access level","dashboard","2026-08-16","passed","2026-08-16","Admin — User Management > Invite → claim → login journey","","",""
"TC-132 proved the request fires; this proves the ROWS are right. Search by the seed surname (so the result set is exactly our three rows) then filter Pending → the response carries status=PENDING and contains only order A (PENDING) — B (CONFIRMED) and C (CANCELLED) are gone.","6398","TC-234: the Order Status filter returns only orders in that status","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"With a $0.25 item (server-quoted total lands between $0.01 and $0.49), checkout disables the proceed button — label 'Minimum $0.50 Required' — and shows the explainer banner. No order is created.","3266","TC-188: a quoted total under Stripe's $0.50 minimum blocks payment","customer","2026-08-16","passed","2026-08-16","Customer — Checkout Stripe minimum","","",""
"Sending the pre-filled follow-up email flips demo status NEW -> CONTACTED and delivers a real email through the Mailpit sandbox (verified via waitForEmail, gated on MAILPIT_BASE_URL).","30035","TC-08: admin can send a follow-up email","dashboard","2026-08-16","failed","2026-08-16","Admin — Demo Request Actions","","",""
"Selecting the Notifications sub-tab shows the 'launching soon' placeholder — documenting that this surface is not yet functional, so no test should assert real notification settings there.","3069","TC-140: the Notifications sub-tab shows the coming-soon placeholder","dashboard","2026-08-16","passed","2026-08-16","Owner — Owner Settings Tab","","",""
"The Sort dropdown drives server-side ordering (per-column grid sorting is disabled). 'Highest Amount' → sortBy=total&sortDirection=desc and the returned totals are non-increasing; 'Lowest Amount' → asc and non-decreasing.","5862","TC-237: sorting by amount re-queries with sortBy=total and orders the rows accordingly","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"Delivery orders have a longer path: PENDING → Confirmed → Preparing → Ready → Out for Delivery → Delivered. Each step is confirmed by the status PUT; at Delivered the button is gone.","5880","TC-245: owner drives a delivery order through its whole lifecycle from the detail sheet","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"Unauthenticated customer navigates to /menu?restaurantId=<id> and the page loads.","874","TC-22: customer can reach the menu page for the seed restaurant","customer","2026-08-16","passed","2026-08-16","Customer — Menu Browsing","","",""
"The one true end-to-end cart path: open the item modal, click Add to Cart, open the cart via the floating View Cart button, and click through to /checkout. Every other checkout test seeds the cart via sessionStorage for speed — this test is the safety net that the real add-to-cart wiring (and the cart storage schema seedCart mimics) actually works.","6024","TC-99: customer can add an item to the cart and reach checkout through the real UI flow","customer","2026-08-16","passed","2026-08-16","Customer — Menu Browsing","","",""
"Clicking the date-range button opens the picker popover exposing the Quick Select presets (Last 7 days / Last 30 days), so owners can change the reporting window.","12936","TC-128: the date-range picker opens with quick-select presets","dashboard","2026-08-16","failed","2026-08-16","Owner — Analytics Tab","","",""
"","2403","TC-61: unknown email shows an error","dashboard","2026-08-16","passed","2026-08-16","Public — Sign in","","",""
"The minimum-order and fee-cap fields are enabled and required for a Free Delivery coupon: submitting without them is blocked with field errors, and once filled the coupon persists with both values (the margin guardrail — the fee waiver is self-funded).","5144","TC-216: a Free Delivery coupon requires a minimum order and a fee cap","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"When POST /api/stripe/account/restaurant/:id/create fails, the page shows an inline error alert and stays on /setupStripe instead of redirecting to Stripe.","2377","TC-78: a failed Stripe account-create call shows an error and does not redirect","dashboard","2026-08-16","passed","2026-08-16","Owner — Payment Settings (Stripe Setup) > Setup page — pre-connection state (mocked)","","",""
"A password under 8 characters shows an inline validation error on blur (client-side validation; submit is never attempted here).","2127","TC-96: a weak password is rejected client-side","dashboard","2026-08-16","passed","2026-08-16","Public — Sign up","","",""
"A minSelections=1 group with no default: the group shows its Required pill and Add to Cart stays disabled; picking an option enables it.","2041","TC-189: a required modifier group blocks Add to Cart until a selection is made","customer","2026-08-16","passed","2026-08-16","Customer — Item Modifiers","","",""
"Typing a substring of a coupon's description into the search box also matches that coupon.","4498","TC-154: Manage Coupons search filters by description","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"Clicking Customers in the portal sidebar loads the customer directory: the sub-tabs (All Customers / Customer Groups), the search field, and the Total Customers stat are all present.","3840","TC-136: owner can open the Customers tab and see the directory","dashboard","2026-08-16","passed","2026-08-16","Owner — Customers Tab","","",""
"Backing out of the cancel dialog must be free of side effects: no cancel request is sent, the nested dialog closes and the sheet still offers Cancel Order.","4429","TC-247: 'Keep Order' closes the cancel dialog without cancelling","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders Tab","","",""
"Navigating to /restaurant/restaurantId/:id/restaurantManagement loads the portal shell with a sidebar drawer.","2192","TC-15: owner can navigate to the restaurant management page and the portal shell loads","dashboard","2026-08-16","passed","2026-08-16","Owner — Restaurant Management Portal","","",""
"PUT /api/order/statistics/cancel/:id on a live unpaid order → 200 {action:'CANCELLED'}; the same call again → 400 'already been cancelled'. Prevents double-cancel from a stale sheet.","589","TC-256: cancelling an already-cancelled order is rejected","dashboard","2026-08-16","passed","2026-08-16","Owner — Orders API contract","","",""
"Selecting the 'Last 7 days' preset and applying it re-fetches the dashboard for the new window: the request fires, the picker closes, and the page resolves again with no load error.","12882","TC-129: changing the range to Last 7 days reloads the dashboard","dashboard","2026-08-16","failed","2026-08-16","Owner — Analytics Tab","","",""
"With serviceType DELIVERY and a fee above the cap, validate returns a deliveryDiscount limited to the coupon's $5 cap and echoes the cap — the values the POS renders as the waived-fee line.","31","TC-219: validate returns the capped waiver + cap for a DELIVERY order","pos","2026-08-16","passed","2026-08-16","POS — Free-delivery coupon (validate contract)","","",""
"Single-select groups render real radio inputs sharing one name: choosing a second option deselects the first.","2264","TC-190: a maxSelections=1 group behaves as a radio — picking B replaces A","customer","2026-08-16","passed","2026-08-16","Customer — Item Modifiers","","",""
"serviceType PICKUP → the backend rejects a FREE_DELIVERY code with the delivery-only message; the POS surfaces it instead of applying a $0 coupon.","30","TC-220: validate rejects the code on a PICKUP order","pos","2026-08-16","passed","2026-08-16","POS — Free-delivery coupon (validate contract)","","",""
"Filtering by 'Active' hides an expired coupon (seeded with a past end date) from the list.","4671","TC-156: Manage Coupons status filter narrows to Active","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"The Manage Deals tab exposes a Create Deal button — navigation-only coverage for now; a full create-and-cleanup flow needs a deals API helper that doesn't exist yet.","3475","TC-87: Manage Deals tab shows the Create Deal action","dashboard","2026-08-16","passed","2026-08-16","Owner — Deals","","",""
"Applying a code that doesn't exist shows an error and no discount is applied.","1810","TC-173: an invalid gift card code is rejected","customer","2026-08-16","passed","2026-08-16","Customer — Checkout gift card","","",""
"Searching the Assign autocomplete for the known ADMIN_EMAIL account, selecting it, and clicking Assign PUTs assignedToId — verified via the response body (the UI doesn't surface the assignee anywhere else).","7215","TC-10: admin can assign a demo request to a team member","dashboard","2026-08-16","passed","2026-08-16","Admin — Demo Request Actions","","",""
