"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Navigating directly to /restaurant/stores with no session redirects to /sign-in rather than rendering the dashboard.","2958","TC-71: an unauthenticated visitor hitting the owner restaurant list is redirected to sign-in","dashboard","2026-08-15","passed","2026-08-15","Access — Unauthenticated","","",""
"","5623","TC-44: owner can delete a menu item","dashboard","2026-08-15","skipped","2026-08-15","Owner — Menu Management > Category and item CRUD","","",""
"A minSelections=1 group with no default: the group shows its Required pill and Add to Cart stays disabled; picking an option enables it.","2336","TC-189: a required modifier group blocks Add to Cart until a selection is made","customer","2026-08-15","passed","2026-08-15","Customer — Item Modifiers","","",""
"Typing a custom amount above the restaurant's configured maximum shows an inline error and does not advance to payment.","1886","TC-168: a custom amount above the maximum is rejected","customer","2026-08-15","passed","2026-08-15","Customer — Gift Cards","","",""
"The create form has no client-side uniqueness check, so a second coupon with the same code reaches the API and is rejected there (backend enforces per-restaurant code uniqueness).","7491","TC-151: a duplicate coupon code on the same restaurant is rejected","dashboard","2026-08-15","passed","2026-08-15","Owner — Coupons","","",""
"PUT /api/order/orderId/:id/status and PUT /api/order/statistics/:id/status validate the status against a 9-value allowlist (PENDING…REFUNDED). A bogus value is a 400 'Invalid order status' and the order is left untouched. INITIALIZED and SHIPPED exist in the enum but are deliberately not accepted here either.","659","TC-255: an unknown status value is rejected by both status endpoints","dashboard","2026-08-15","passed","2026-08-15","Owner — Orders API contract","","",""
"Typing in the customer search fires GET /api/customers/restaurant/:id with the search term — proving the directory filters against the backend rather than only client-side.","5364","TC-137: searching the customer directory re-queries the server","dashboard","2026-08-15","passed","2026-08-15","Owner — Customers Tab","","",""
"With status + type set the Filters button badge reads '2'; Reset returns to no badge; setting only a status shows '1'.","10622","TC-236: the Filters button shows an active-filter count and Reset clears it","dashboard","2026-08-15","passed","2026-08-15","Owner — Orders Tab","","",""
"","123","TC-179: current-orders + status reject an unauthenticated caller","pos","2026-08-15","skipped","2026-08-15","POS — Order Lifecycle","","",""
"REPLACES_PRICE size group on a $10.00 item: the default Small ($8.00) prices the item at $8.00; switching to Large reprices to $12.00 — the base price is replaced, not adjusted.","2569","TC-193: a REPLACES_PRICE modifier overrides the base price","customer","2026-08-15","passed","2026-08-15","Customer — Item Modifiers","","",""
"Two proofs. (1) API delta, timezone-proof: with a yesterday→tomorrow window, seeding two pickup orders raises Total Orders and Pickup count by ≥2 and Net Sales by ≥ 2 × item price (≥ because concurrent spec files also seed). (2) UI: the four cards render exactly the values the stats endpoint returned, 'Update Stats' re-fires it, and picking the 'Today' preset re-fires it with browser-local start=end=today.","7652","TC-250: the header stat cards reflect the stats API and move when orders are seeded","dashboard","2026-08-15","passed","2026-08-15","Owner — Orders Tab","","",""
"Owner clicks Edit Item on an existing menu item, updates name and price in the wizard, and verifies the success toast.","11196","TC-43: owner can edit a menu item name and price","dashboard","2026-08-15","passed","2026-08-15","Owner — Menu Management > Category and item CRUD","","",""
"The admin Create Organization Coupon form offers the Free Delivery type; selecting it hides the Discount Value field (the fee waiver is computed at checkout) and repurposes Maximum Discount as the fee cap. Form is cancelled — nothing is created.","4032","TC-211: the org coupon form supports Free Delivery with no discount value","dashboard","2026-08-15","passed","2026-08-15","Admin — Marketing campaign events","","",""
"The common (non-Stripe) cancel path that TC-225 does not cover. For an unpaid order the nested dialog shows no 'will be refunded' copy and its confirm button reads 'Cancel Order' (not 'Cancel & Refund'). Confirming PUTs /api/order/statistics/cancel/:id → {success:true, action:'CANCELLED'}, a success alert shows, the sheet auto-closes; re-opening shows the Cancelled chip with no Cancel / Mark-as buttons and no Order Progress stepper.","10719","TC-246: owner cancels an UNPAID order — no refund copy, order becomes Cancelled and loses its actions","dashboard","2026-08-15","passed","2026-08-15","Owner — Orders Tab","","",""
"Unauthenticated customer navigates to /menu?restaurantId=<id> and the page loads.","895","TC-22: customer can reach the menu page for the seed restaurant","customer","2026-08-15","passed","2026-08-15","Customer — Menu Browsing","","",""
"The Orders tab offers an Export action so owners can pull their orders out for reporting/accounting.","4536","TC-135: the Orders toolbar exposes an Export control","dashboard","2026-08-15","passed","2026-08-15","Owner — Orders Tab","","",""
"The row action menu's Duplicate option opens the create form pre-filled with '<code>-COPY', and submitting it creates a second, independent coupon.","18512","TC-159: Duplicate pre-fills a new coupon form from an existing coupon","dashboard","2026-08-15","passed","2026-08-15","Owner — Coupons","","",""
"GET /api/order/statistics/management/:id hides INITIALIZED placeholders by default (a search that can only match the un-bumped seed returns nothing). Passing status=INITIALIZED explicitly DOES return it — pinned as current behaviour pending a product decision on whether owners should ever see placeholders.","470","TC-258: INITIALIZED (pre-payment) orders are excluded from the owner list unless asked for explicitly","dashboard","2026-08-15","passed","2026-08-15","Owner — Orders API contract","","",""
"Choosing a custom range far in the past (before the restaurant existed) makes the stats endpoint return 0 orders; the header swaps the cards for 'No orders in this date range' and its CTA re-opens the date picker.","6181","TC-251: a date range with no orders shows the empty state with a 'Change date range' CTA","dashboard","2026-08-15","passed","2026-08-15","Owner — Orders Tab","","",""
"POST /menu/item/new without a name field is rejected with a 4xx status, bypassing the UI.","302","TC-65: creating a menu item with no name is rejected","dashboard","2026-08-15","passed","2026-08-15","API — Negative cases","","",""
"Submitting the sign-up form with an email that already has an account shows an error banner and keeps the visitor on /sign-up.","7591","TC-94: registering with an already-used email is rejected","dashboard","2026-08-15","passed","2026-08-15","Public — Sign up","","",""
"","6815","TC-116: admin can deactivate then reactivate a user","dashboard","2026-08-15","passed","2026-08-15","Admin — User Management > Settings tab","","",""
"Owner creates an empty category, then deletes it and verifies it no longer appears in the category tabs.","9439","TC-45: owner can delete a menu category","dashboard","2026-08-15","passed","2026-08-15","Owner — Menu Management > Category and item CRUD","","",""
