"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1249","TC-L24: the tenant's own title and branding are served","customer-lima","2026-09-01","passed","2026-09-01","Lima — basename routing","","",""
"A password under 8 characters shows an inline validation error on blur (client-side validation; submit is never attempted here).","3681","TC-96: a weak password is rejected client-side","dashboard","2026-09-01","passed","2026-09-01","Public — Sign up","","",""
"Opening the Add Item wizard and blurring name/price with both left blank shows inline required-field errors and keeps the Next button disabled.","4517","TC-62: menu item wizard blocks Next when name and price are blank","dashboard","2026-09-01","passed","2026-09-01","Owner — Menu Management > Category and item CRUD","","",""
"POST /menu/menu-groups/:gid/reset-availability clears outOfStock for all items of the group; calling it on a group with nothing out of stock is a harmless 200.","536","TC-269: reset-availability restores every out-of-stock item in the group","dashboard","2026-09-01","passed","2026-09-01","Owner — Menu API contract","","",""
"Owner clicks Edit Item on an existing menu item, updates name and price in the wizard, and verifies the success toast.","9603","TC-43: owner can edit a menu item name and price","dashboard","2026-09-01","passed","2026-09-01","Owner — Menu Management > Category and item CRUD","","",""
"Session-scoped and tenant-namespaced, but it must still persist within the tenant — a customer who refreshes mid-order should not lose it.","3422","TC-L33: the cart survives a reload","customer-lima","2026-09-01","passed","2026-09-01","Lima — menu and cart","","",""
"The dashboard is forward-only but the API is not a state machine: DELIVERED → PENDING is a 200 today and resets completedAt to null. Pinned on purpose (decision 2026-08-15) so a future state-machine change is a conscious one — see the fixme twin below.","430","TC-259: [pinned] backwards status moves are currently accepted and clear completedAt","dashboard","2026-09-01","passed","2026-09-01","Owner — Orders API contract","","",""
"MENU_MODIFIER_SYSTEM.md rules enforced on save: an INCLUDED group stores every option at $0 even when the client sends prices; a nested (child) group is forced to INCLUDED/$0 regardless of the requested pricing mode; a grandchild group is dropped; sortOrder = submitted array index.","288","TC-265: modifier normalisation — INCLUDED prices → 0, child groups forced free, one level of nesting","dashboard","2026-09-01","passed","2026-09-01","Owner — Menu API contract","","",""
"","5719","TC-353: the Status filter narrows to Active / Inactive / Expired; an expired row has a disabled switch with 'Cannot toggle expired deals'","dashboard","2026-09-01","passed","2026-09-01","Owner — Deals","","",""
"PUT /api/order/statistics/cancel/:id on a live unpaid order → 200 {action:'CANCELLED'}; the same call again → 400 'already been cancelled'. Prevents double-cancel from a stale sheet.","488","TC-256: cancelling an already-cancelled order is rejected","dashboard","2026-09-01","passed","2026-09-01","Owner — Orders API contract","","",""
