"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"MenuPage's landing-page deep link: /menu?restaurantId=<id>&item=<itemId> auto-opens the item modal (and scrolls to its group) once the menu loads — no card click needed.","1578","TC-184: the ?item= deep link auto-opens that item's modal","customer","2026-08-16","passed","2026-08-16","Customer — Menu Browsing","","",""
"Submitting the sign-up form with an email that already has an account shows an error banner and keeps the visitor on /sign-up.","7434","TC-94: registering with an already-used email is rejected","dashboard","2026-08-16","passed","2026-08-16","Public — Sign up","","",""
"With serviceType DELIVERY and a fee above the cap, validate returns a deliveryDiscount limited to the coupon's $5 cap and echoes the cap — the values the POS renders as the waived-fee line.","59","TC-219: validate returns the capped waiver + cap for a DELIVERY order","pos","2026-08-16","passed","2026-08-16","POS — Free-delivery coupon (validate contract)","","",""
"The Manage Deals tab exposes a Create Deal button — navigation-only coverage for now; a full create-and-cleanup flow needs a deals API helper that doesn't exist yet.","3323","TC-87: Manage Deals tab shows the Create Deal action","dashboard","2026-08-16","passed","2026-08-16","Owner — Deals","","",""
"Selecting the Free Delivery discount type hides the discount-value field (the fee waiver is computed at checkout), and the created coupon persists with type FREE_DELIVERY.","4521","TC-209: owner can create a Free Delivery coupon (no discount value)","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"POST /menu/item/new without a name field is rejected with a 4xx status, bypassing the UI.","153","TC-65: creating a menu item with no name is rejected","dashboard","2026-08-16","passed","2026-08-16","API — Negative cases","","",""
"","2458","TC-54: OWNER is denied the publish route (EMPLOYEE/ADMIN only)","dashboard","2026-08-16","passed","2026-08-16","Access — Role restrictions","","",""
"A Fixed Amount coupon submitted with a value of 0 shows 'Amount must be greater than 0' and does not create the coupon (complements TC-63, which covers the PERCENTAGE-range path).","4348","TC-148: a non-positive FIXED_AMOUNT value is rejected","dashboard","2026-08-16","passed","2026-08-16","Owner — Coupons","","",""
"","0","TC-165: guest purchases a gift card as a Send-as-Gift preset denomination","customer","2026-08-16","skipped","2026-08-16","Customer — Gift Cards","","",""
"Selecting the Notifications sub-tab shows the 'launching soon' placeholder — documenting that this surface is not yet functional, so no test should assert real notification settings there.","2722","TC-140: the Notifications sub-tab shows the coming-soon placeholder","dashboard","2026-08-16","passed","2026-08-16","Owner — Owner Settings Tab","","",""
"","2242","TC-57: admin can reach menu management","dashboard","2026-08-16","passed","2026-08-16","Access — Restaurant management (shared screens)","","",""
"","3480","TC-09: admin sees delete confirmation and can cancel","dashboard","2026-08-16","passed","2026-08-16","Admin — Demo Request Actions","","",""
