"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The row action menu's Send to Customers item is disabled once a coupon's computed status is Expired (only enabled while ACTIVE).","3855","TC-163: Send to Customers is disabled for an expired coupon","dashboard","2026-08-21","passed","2026-08-21","Owner — Coupons","","",""
"Create an org coupon + recurring event via API, renew twice. Both calls must succeed — the second reuses/repairs the existing next-year coupon instead of failing with 'coupon already exists' (the original bug).","1235","TC-200: renewing an event coupon is idempotent (second renew succeeds as reuse)","dashboard","2026-08-21","passed","2026-08-21","Admin — Marketing campaign events","","",""
"The edit dialog offers Email and SMS channel switches; flipping SMS on reveals the SMS message editor. Dialog is cancelled — nothing persists.","3773","TC-213: SMS controls live in the edit dialog behind the channel toggle","dashboard","2026-08-21","passed","2026-08-21","Admin — Marketing automations","","",""
"Navigating directly to /admin with no session redirects to /sign-in rather than rendering the admin dashboard.","2266","TC-72: an unauthenticated visitor hitting the admin dashboard is redirected to sign-in","dashboard","2026-08-21","passed","2026-08-21","Access — Unauthenticated","","",""
"A FREE_DELIVERY coupon with a $1 fee cap on a delivery order whose fee exceeds $1: only $1 is waived, so the order total drops by exactly the cap (not the whole fee) and the fee row does not read 'Free'. Skips cleanly on the same external-dependency conditions as TC-215.","15119","TC-218: a fee cap limits the waiver to the capped amount","customer","2026-08-21","skipped","2026-08-21","Customer — Free-delivery coupon","","",""
"Chain: PATCH …/availability on a shared item without restaurantId → 400; with A → A reads outOfStock:true, B false (only A's MenuItemLocationOverride row is written, the master flag stays).","744","TC-278: 86'ing a shared item is per location and requires restaurantId","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu API contract","","",""
"Builder card star → PATCH …/featured {featured:true} → 'Featured' badge on the card and the item listed under the Menu tab's 'Featured Items' accordion; star again → badge gone.","10143","TC-305: the card star toggles featured and the Menu tab's Featured accordion reflects it","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu builder, item wizard & item detail","","",""
"For a DELIVERY order the sheet gains a Delivery Info tab with the street/unit, city/state/zip, the customer's delivery notes and (no courier dispatched) 'Delivered by the restaurant'. A PICKUP order has only Order Details + Customer Info.","5002","TC-243: the Delivery Info tab shows the delivery address and notes; pickup orders have no such tab","dashboard","2026-08-21","passed","2026-08-21","Owner — Orders Tab","","",""
"After partially filling the create form, Reset Form clears the code and description fields.","3141","TC-164: Reset Form clears the create-coupon form back to defaults","dashboard","2026-08-21","passed","2026-08-21","Owner — Coupons","","",""
"With nothing out of stock the category summary has no 'Restore All to Available' button. After 86'ing two items via the API the button appears; its ConsequenceDialog names the count and category; 'Restore all' → POST /menu/menu-groups/:id/reset-availability → '6 Available' and the button is gone.","4156","TC-290: Restore All to Available appears only with out-of-stock items and restores the whole category","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu tab (availability / featured)","","",""
"","0","TC-97: employee creates a restaurant on behalf of a client","dashboard","2026-08-21","skipped","2026-08-21","Employee — Create restaurant","","",""
"Choosing a status in the Filters panel and applying it fires the management fetch with the filter and closes the panel — exercising the filter end-to-end, beyond TC-89 which only opened it.","4402","TC-132: filtering by Order Status re-queries the orders grid","dashboard","2026-08-21","passed","2026-08-21","Owner — Orders Tab","","",""
"…/tab/create-terminal-intent: amount ≤ 0 → 400; amount > remaining → 400 (checked under the per-order advisory lock). A valid create returns a bound card_present PaymentIntent (clientSecret) and a PENDING leg — an intent is not money, remaining is unchanged. cancel-terminal-intent flips the row FAILED (shares recompute) and a second cancel replays idempotently. Capture needs a physical reader — that half is device-lane coverage, not QA-API coverage.","1601","TC-382: card leg — create-intent validates amounts, a PENDING leg never consumes remaining, cancel abandons it idempotently","pos","2026-08-21","passed","2026-08-21","POS — Table Service Open Checks","","",""
"Selecting Fixed Amount as the discount type and a positive dollar value creates the coupon.","4169","TC-145: owner can create a FIXED_AMOUNT coupon","dashboard","2026-08-21","passed","2026-08-21","Owner — Coupons","","",""
"Searching for a code that doesn't exist shows the 'No coupons found' empty state.","3675","TC-155: Manage Coupons search with no matches shows the empty state","dashboard","2026-08-21","passed","2026-08-21","Owner — Coupons","","",""
"Selecting the Free Delivery discount type hides the discount-value field (the fee waiver is computed at checkout), and the created coupon persists with type FREE_DELIVERY.","4345","TC-209: owner can create a Free Delivery coupon (no discount value)","dashboard","2026-08-21","passed","2026-08-21","Owner — Coupons","","",""
"Confirming the delete dialog actually removes the row, verified via the DELETE response and a re-search. Uses its own throwaway seeded demo request (separate even from this file's main seeded row) so the delete doesn't disrupt the other tests.","4033","TC-98: admin can permanently delete a demo request","dashboard","2026-08-21","passed","2026-08-21","Admin — Demo Request Actions","","",""
"PATCH /menu/menu-items/:id/availability {outOfStock} flips the master flag for a standalone restaurant's item (visible on the public read); a body without outOfStock is a 400.","813","TC-268: availability toggle writes MenuItem.outOfStock on a standalone item and requires the flag @smoke","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu API contract","","",""
"The intruder (a real OWNER with VIEW_RESTAURANT, owning a different restaurant) hits the statistics READ routes with the seed restaurant's id / order id → 403 on every one (RestauNax #621; before it, the routes checked only the permission and leaked customer PII cross-tenant). Positive controls: the seed owner gets 200 on the same URLs, and the intruder gets 200 on their OWN restaurant. Unknown order ids are 404 — the lookup runs before the ownership check, so ids can't be probed for existence via the 403. The receipt route is pinned separately (TC-227b).","835","TC-227: another owner cannot read a restaurant's order list, stats or order detail","dashboard","2026-08-21","passed","2026-08-21","Owner — Orders API auth & tenant isolation","","",""
"Opening the Add Item wizard and blurring name/price with both left blank shows inline required-field errors and keeps the Next button disabled.","4962","TC-62: menu item wizard blocks Next when name and price are blank","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu Management > Category and item CRUD","","",""
"Using the pre-authenticated admin session from globalSetup, the admin should land on a page that is not /sign-in.","1540","TC-03: admin can reach the dashboard after login","dashboard","2026-08-21","passed","2026-08-21","Admin — Demo Management","","",""
"Presence-only: the paid POST /api/deals/ai/generate is never triggered. Asserts the 3-step stepper, the questionnaire radios rendered from the public GET /api/deals/ai/questions, that Meal Type is disabled (defaults to All Day), and that 'Generate Deals' is disabled until audience + price range are picked.","2882","TC-364: AI Deal Generator smoke — stepper, server questionnaire, Generate gated on the required answers (never clicked)","dashboard","2026-08-21","passed","2026-08-21","Owner — Deals","","",""
"On a freshly created (menu-less) restaurant assigned to the owner, the Menu tab shows 'No menu data available' with an 'Open menu builder' CTA that lands on the builder route (/restaurant/restaurantId/:id, scope bar 'Editing menu for: <name>'). NOTE: the builder page is CreateStore's data-driven wizard — a restaurant with no business hours shows its Business Hours step before the menu step, so either that or the builder's 'No categories yet' empty state is accepted. Throwaway restaurant is created + assigned via the admin API and deleted afterwards.","4185","TC-293: a restaurant with no menu shows the empty state that opens the builder","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu tab (availability / featured)","","",""
"Exact 400/404 strings from dealController.createDeal, in evaluation order: required fields → price > 0 → validTimeStart regex → validTimeEnd regex → restaurant exists.","846","TC-326: create validation — missing fields, non-positive price, bad HH:MM, unknown restaurant","dashboard","2026-08-21","passed","2026-08-21","Owner — Deals API contract","","",""
"GET /api/deals/restaurant/:id/active is what the storefront renders. Six seeded deals: one plain (listed, with dealPrice/originalPrice/savings and slot items), one INACTIVE, one endDate yesterday, one startDate in 3 days, one validDays = a weekday 3 days from now, one 1-minute validTimeStart=End window 12 h away (server-local time) — the five restricted ones are absent. Empty validDays = all days; a single-sided time bound is ignored (validTimeStart only → still listed).","2174","TC-331: public /active lists only deals that are ACTIVE and inside every window (status, dates, weekday, HH:MM); unknown restaurant → 200 []","dashboard","2026-08-21","passed","2026-08-21","Owner — Deals API contract","","",""
"The product rule is at most 10 active deals; since #618 the create path enforces it too (it used to only guard PATCH /status). Clean tenant → 10 ACTIVE → POST an 11th → 400 MAX_ACTIVE_DEALS_REACHED.","2940","TC-334: creating an 11th ACTIVE deal at the cap is refused (RestauNax #618)","dashboard","2026-08-21","passed","2026-08-21","Owner — Deals API contract > MAX_ACTIVE_DEALS","","",""
"Status update (both PUT variants), cancel and refund already called assertControlsOrderRestaurant before #621 — they were the positive controls in the original finding. Pin them too: an intruder gets 403 on every mutating path and the order is left untouched (still CONFIRMED for the real owner).","410","TC-229: mutating order endpoints keep enforcing ownership (positive control)","dashboard","2026-08-21","passed","2026-08-21","Owner — Orders API auth & tenant isolation","","",""
"","2630","TC-87: Manage Deals tab shows the Create Deal and AI Generate Deals actions","dashboard","2026-08-21","passed","2026-08-21","Owner — Deals","","",""
"DELETE /menu/menuItemId/:id → 409 {blockers:{deals:[…]}} while an active deal includes the item; after the deal is removed the same delete succeeds.","644","TC-272: an item referenced by an ACTIVE deal cannot be deleted (409 with blockers)","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu API contract","","",""
"The picker grid returns the upserted RestaurantTable row with the check's live summary: remaining = full total before any leg, orderNumber = the DAILY number and receiptNumber = the permanent one (platform naming rule D10), tabOpenedAt, and the server's short name from the staff attribution.","716","TC-375: GET /api/tablet/tables lists the table with its open-check summary (remaining = total, daily + receipt numbers)","pos","2026-08-21","passed","2026-08-21","POS — Table Service Open Checks","","",""
"Delivery orders have a longer path: PENDING → Confirmed → Preparing → Ready → Out for Delivery → Delivered. Each step is confirmed by the status PUT; at Delivered the button is gone.","5500","TC-245: owner drives a delivery order through its whole lifecycle from the detail sheet","dashboard","2026-08-21","passed","2026-08-21","Owner — Orders Tab","","",""
"An ACTIVE deal (API-seeded) references the item → detail 'Delete' → confirm → backend 409 → dialog 'Cannot Delete This Item' listing the deal under 'Active Deals' → OK; the item stays active.","3751","TC-303: Delete is blocked with a 'Cannot Delete This Item' dialog while an active deal uses the item","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu builder, item wizard & item detail","","",""
"Searching the Assign autocomplete for the known ADMIN_EMAIL account, selecting it, and clicking Assign PUTs assignedToId — verified via the response body (the UI doesn't surface the assignee anywhere else).","6565","TC-10: admin can assign a demo request to a team member","dashboard","2026-08-21","passed","2026-08-21","Admin — Demo Request Actions","","",""
"The admin Chains tab loads a DataGrid with its default-visible columns — read-only, no seed data assumed since chains aren't part of the shared QA seed.","2923","TC-181: admin can navigate to Chain Management and see the chains grid","dashboard","2026-08-21","passed","2026-08-21","Admin — Chains","","",""
"Storefront /menu renders the DealCard for the API-seeded combo (name, 'Save 21%', 'Includes:' one '1x' chip per slot row, struck $26.50 / $21.00, 'View Deal' → /deals/<id>). The owner flips the row's switch OFF in ?tab=deals → the storefront no longer offers it (public /active hides INACTIVE); ON → back.","7780","TC-367: 'Today's Deals' on /menu offers the owner's deal; toggling it OFF in Manage Deals removes it, ON brings it back","customer","2026-08-21","passed","2026-08-21","Deals → Storefront hand-off","","",""
"Base $10.00 item + $1.50 ADJUSTS_PRICE add-on → the Add to Cart label's live price reads $11.50.","1562","TC-192: an ADJUSTS_PRICE modifier adds its price to the item total","customer","2026-08-21","passed","2026-08-21","Customer — Item Modifiers","","",""
"availability / featured / price-override carry assertControlsRestaurant / assertControlsMenuOwner: a second owner's token gets 403 on our item. Proves the second-owner token and fixture are real, and keeps the guarded set guarded.","433","TC-287: the guarded routes DO reject another owner (positive control for the pins)","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu API contract > authorization — a second owner against our menu","","",""
"Chain: PATCH …/featured on a shared master item flips `featured` on every location's read (no 5-cap for chain master items); on a location-only item only its own location reads featured:true.","960","TC-281: featuring a shared chain item is chain-wide; a location-only item stays local","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu API contract","","",""
"","3132","TC-352: search filters by name and description; no match → 'No deals found' + 'Create Your First Deal'; Refresh re-fetches","dashboard","2026-08-21","passed","2026-08-21","Owner — Deals","","",""
"Checking the balance of a code that doesn't exist shows 'Card not found or invalid code'.","1719","TC-170: balance check shows not-found for a nonexistent code","customer","2026-08-21","passed","2026-08-21","Customer — Gift Cards","","",""
"PATCH …/tab/table {tableName} upserts the destination table by name (zero-config, same rule as open) and moves tableId + tableNumber; GET /tables shows the check under the destination and no longer under the source.","785","TC-376: transferring the check to another table re-stamps it and the grid follows","pos","2026-08-21","passed","2026-08-21","POS — Table Service Open Checks","","",""
"86 an item through the API while the tab is open (nothing changes on screen), click Refresh → GET /menu/restaurants/:id/menus fires and the row now reads 'Out of Stock'; restore + Refresh → 'Available'.","4515","TC-292: Refresh re-fetches the menu and reflects a change made outside the page","dashboard","2026-08-21","passed","2026-08-21","Owner — Menu tab (availability / featured)","","",""
"POST /api/order/statistics/export/:restaurantId with the seed restaurant's id and an intruder token → 403 (RestauNax #621; before it, any VIEW_RESTAURANT holder could export another restaurant's full order history incl. customer email/phone as CSV). Positive control: the seed owner exporting the same search → 200 CSV containing the seeded receipt number.","261","TC-228: another owner cannot export a restaurant's orders","dashboard","2026-08-21","passed","2026-08-21","Owner — Orders API auth & tenant isolation","","",""
"While a search term is set the date range is ignored server-side; the toolbar says so with an info banner and a Clear Search action. Clearing re-queries WITHOUT ?search= and WITH the startDate/endDate pair again, hides the banner and empties the input.","3924","TC-233: search mode shows the 'all orders' banner and Clear Search restores the date-range list","dashboard","2026-08-21","passed","2026-08-21","Owner — Orders Tab","","",""
"GET /api/order/statistics/:orderId/receipt. History: this route 500'd for EVERY caller (invalid Restaurant.street select thrown before the #621 tenant check — found 2026-08-19 while implementing these pins, fixed in RestauNax #622). Now: intruder → 403, unknown order → 404, owner → 200 with the order payload.","275","TC-227b: the receipt route enforces ownership (was a 500 for everyone)","dashboard","2026-08-21","passed","2026-08-21","Owner — Orders API auth & tenant isolation","","",""
"After the /api/analytics/dashboard fetch completes, the page shows either the summary cards (when the range has orders) or the 'no data for this range' empty state — never a load error. This asserts the fetch path works regardless of the current QA data volume.","3776","TC-127: the analytics dashboard resolves to data or an empty state without erroring","dashboard","2026-08-21","passed","2026-08-21","Owner — Analytics Tab","","",""
"Navigating directly to a restaurant's management URL with no session redirects to /sign-in instead of leaking restaurant data.","2850","TC-73: an unauthenticated visitor hitting a specific restaurant management page is redirected to sign-in","dashboard","2026-08-21","passed","2026-08-21","Access — Unauthenticated","","",""
