"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Single-select groups render real radio inputs sharing one name: choosing a second option deselects the first.","2389","TC-190: a maxSelections=1 group behaves as a radio — picking B replaces A","customer","2026-08-02","passed","2026-08-02","Customer — Item Modifiers","","",""
"Selecting an allowsDuplicates modifier reveals its Qty stepper; bumping quantity to 2 doubles that modifier's contribution ($10.00 + 2 × $1.50 = $13.00).","2392","TC-194: an allowsDuplicates modifier's quantity stepper multiplies its price","customer","2026-08-02","passed","2026-08-02","Customer — Item Modifiers","","",""
"Applying a freshly purchased, fully-funded gift card at checkout shows the 'Gift card applied' discount summary in the Gift Card box.","2499","TC-171: a valid gift card applied at checkout shows the discount","customer","2026-08-02","passed","2026-08-02","Customer — Checkout gift card","","",""
"A minOrderAmount coupon applies while two cart lines clear the minimum; removing one line triggers CouponSection's debounced revalidation, the backend 400s ('Order must be at least $X'), and the coupon is auto-removed with an explanatory error.","4941","TC-187: a coupon is auto-removed when the cart drops below its minimum order amount","customer","2026-08-02","passed","2026-08-02","Customer — Checkout coupon revalidation","","",""
"With a deal in the cart, attempting to apply any coupon code is blocked client-side with 'Cannot combine coupons with deals' — the check fires before validation, so no seeded coupon is needed.","2860","TC-197: a coupon cannot be combined with a deal in the cart","customer","2026-08-02","passed","2026-08-02","Customer — Deals","","",""
"Full happy path: pre-seeded cart → fill form → Proceed to Payment → fill Stripe VISA test card → Complete Order → Order Confirmed page.","12006","TC-26: customer can complete a full order with Stripe test card and reach Order Confirmed","customer","2026-08-02","passed","2026-08-02","Customer — Order Placement","","",""
"Filling in a Stripe DECLINED test card and clicking Complete Order shows a Payment Error on the checkout page instead of reaching Order Confirmed.","9380","TC-64: a declined card shows a payment error and does not place the order","customer","2026-08-02","passed","2026-08-02","Customer — Order Placement","","",""
"REPLACES_PRICE size group on a $10.00 item: the default Small ($8.00) prices the item at $8.00; switching to Large reprices to $12.00 — the base price is replaced, not adjusted.","2465","TC-193: a REPLACES_PRICE modifier overrides the base price","customer","2026-08-02","passed","2026-08-02","Customer — Item Modifiers","","",""
"With a $0.25 item (server-quoted total lands between $0.01 and $0.49), checkout disables the proceed button — label 'Minimum $0.50 Required' — and shows the explainer banner. No order is created.","3734","TC-188: a quoted total under Stripe's $0.50 minimum blocks payment","customer","2026-08-02","passed","2026-08-02","Customer — Checkout Stripe minimum","","",""
"Unauthenticated customer navigates to /menu?restaurantId=<id> and the page loads.","1379","TC-22: customer can reach the menu page for the seed restaurant","customer","2026-08-02","passed","2026-08-02","Customer — Menu Browsing","","",""
"","0","TC-169: balance check shows the correct balance for a freshly purchased card","customer","2026-08-02","skipped","2026-08-02","Customer — Gift Cards","","",""
"Checking the balance of a code that doesn't exist shows 'Card not found or invalid code'.","2222","TC-170: balance check shows not-found for a nonexistent code","customer","2026-08-02","passed","2026-08-02","Customer — Gift Cards","","",""
"Applying a code that doesn't exist shows an error and no discount is applied.","2569","TC-173: an invalid gift card code is rejected","customer","2026-08-02","passed","2026-08-02","Customer — Checkout gift card","","",""
"Base $10.00 item + $1.50 ADJUSTS_PRICE add-on → the Add to Cart label's live price reads $11.50.","1807","TC-192: an ADJUSTS_PRICE modifier adds its price to the item total","customer","2026-08-02","passed","2026-08-02","Customer — Item Modifiers","","",""
"MenuPage's landing-page deep link: /menu?restaurantId=<id>&item=<itemId> auto-opens the item modal (and scrolls to its group) once the menu loads — no card click needed.","1802","TC-184: the ?item= deep link auto-opens that item's modal","customer","2026-08-02","passed","2026-08-02","Customer — Menu Browsing","","",""
"A minSelections=1 group with no default: the group shows its Required pill and Add to Cart stays disabled; picking an option enables it.","2405","TC-189: a required modifier group blocks Add to Cart until a selection is made","customer","2026-08-02","passed","2026-08-02","Customer — Item Modifiers","","",""
"A gift card whose balance has been adjusted down to $0 (admin) is rejected at checkout with a 'no remaining balance' error.","3099","TC-174: a depleted gift card is rejected","customer","2026-08-02","passed","2026-08-02","Customer — Checkout gift card","","",""
"Customer fills First Name, Last Name, Email, Phone, selects Pickup, and clicks Proceed to Payment. Stripe payment section appears.","5638","TC-25: customer can fill checkout form and proceed to payment step","customer","2026-08-02","passed","2026-08-02","Customer — Checkout","","",""
"After applying a gift card, clicking Remove clears the 'Gift card applied' summary and returns to the code-entry state.","2431","TC-172: removing an applied gift card clears the discount","customer","2026-08-02","passed","2026-08-02","Customer — Checkout gift card","","",""
"A gift card frozen by an admin is rejected at checkout with a 'frozen' error.","2658","TC-175: a frozen gift card is rejected","customer","2026-08-02","passed","2026-08-02","Customer — Checkout gift card","","",""
"The customer coupon-redemption path (previously untested): applying the seeded percentage coupon at checkout shows the discount in the order summary; a bogus code is rejected with an error and no discount.","4512","TC-125: a valid coupon applied at checkout shows the discount, an invalid one is rejected","customer","2026-08-02","passed","2026-08-02","Customer — Checkout coupon & delivery","","",""
"A maxSelections=2 checkbox group: after two selections the third, unchecked option is disabled (and un-checking frees it again).","2145","TC-191: maxSelections caps a multi-select group — remaining options disable at the cap","customer","2026-08-02","passed","2026-08-02","Customer — Item Modifiers","","",""
"A customer landing on /checkout without anything in the cart gets the 'Your Cart is Empty' screen instead of the checkout form.","1578","TC-185: /checkout with an empty cart shows the empty-cart message","customer","2026-08-02","passed","2026-08-02","Customer — Checkout","","",""
"Select Delivery, resolve a fee quote, then apply the free-delivery code: the coupon applies and the order summary shows the delivery fee waived ('Free'). Skips cleanly when the restaurant is pickup-only, Google Places yields no suggestion, or delivery is not available at the address (external dependencies, mirroring TC-126).","14147","TC-215: on a delivery order the code waives the fee and shows Free","customer","2026-08-02","skipped","2026-08-02","Customer — Free-delivery coupon","","",""
