"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The frontend doesn't gate gift-card redemption on whether a coupon is already applied (or vice versa) — both discounts show simultaneously. This documents currently-supported behavior; it does not touch the separate canCombineWithCoupons config flag, which isn't enforced by either side today (see TEST_COVERAGE.md's Known Technical Debt).","682","TC-176: a coupon and a gift card can both be applied to the same order","customer","2026-09-01","failed","2026-09-01","Customer — Checkout gift card","","",""
"The owner turns ON pass-processing-fee for the restaurant (server-side). The template-wind checkout order summary then shows a server-authoritative 'Processing Fee' line and the quoted Total rises above the fee-OFF baseline. Proves the flag → /quote → customer display round-trip end-to-end. The fee is always restored to OFF in a finally (shared QA restaurant).","23880","TC-222: enabling the processing fee adds a Processing Fee line and raises the wind checkout total","customer","2026-09-01","failed","2026-09-01","Customer — Processing fee pass-through","","",""
"Filling in a Stripe DECLINED test card and clicking Complete Order shows a Payment Error on the checkout page instead of reaching Order Confirmed.","6799","TC-64: a declined card shows a payment error and does not place the order","customer","2026-09-01","passed","2026-09-01","Customer — Order Placement","","",""
"","2695","TC-495: a dual-priced restaurant's wind checkout shows the single card price — no cash wording, no fee line","customer","2026-09-01","passed","2026-09-01","Customer — Dual pricing stays off the online checkout","","",""
"A gift card funded below the order total covers only part of the charge — the customer still pays the remainder via Stripe, and the order completes normally.","396","TC-178: a gift card that partially covers the order still requires Stripe payment for the remainder","customer","2026-09-01","failed","2026-09-01","Customer — Checkout gift card","","",""
"Pizza + fries @ $15; the pizza slot is customised with 'Extra Cheese' (+$2.00, ADJUSTS_PRICE). Checkout shows 'Modifiers/Upgrades +$2.00', the expanded deal lists '1x <pizza> (+$2.00)', and the page's own /quote returns upcharge 2 / lineTotal 17 / subtotal 17 — the client's number is recomputed server-side.","3433","TC-369: a modifier chosen on a deal slot is charged as an upcharge on top of the deal price — in the summary and in the quote","customer","2026-09-01","passed","2026-09-01","Deals → Storefront hand-off","","",""
"Select Delivery, resolve a fee quote, then apply the free-delivery code: the coupon applies and the order summary shows the delivery fee waived ('Free'). Skips cleanly when the restaurant is pickup-only, Google Places yields no suggestion, or delivery is not available at the address (external dependencies, mirroring TC-126).","14747","TC-215: on a delivery order the code waives the fee and shows Free","customer","2026-09-01","skipped","2026-09-01","Customer — Free-delivery coupon","","",""
"Selecting an allowsDuplicates modifier reveals its Qty stepper; bumping quantity to 2 doubles that modifier's contribution ($10.00 + 2 × $1.50 = $13.00).","1812","TC-194: an allowsDuplicates modifier's quantity stepper multiplies its price","customer","2026-09-01","passed","2026-09-01","Customer — Item Modifiers","","",""
"REPLACES_PRICE size group on a $10.00 item: the default Small ($8.00) prices the item at $8.00; switching to Large reprices to $12.00 — the base price is replaced, not adjusted.","1553","TC-193: a REPLACES_PRICE modifier overrides the base price","customer","2026-09-01","passed","2026-09-01","Customer — Item Modifiers","","",""
"A maxSelections=2 checkbox group: after two selections the third, unchecked option is disabled (and un-checking frees it again).","1637","TC-191: maxSelections caps a multi-select group — remaining options disable at the cap","customer","2026-09-01","passed","2026-09-01","Customer — Item Modifiers","","",""
"The margin guardrail: a FREE_DELIVERY coupon carries a minimum order. Applying it to a cart below that minimum is rejected with the 'Order must be at least $X' message — the waiver never applies to a tiny order.","16721","TC-217: a free-delivery code below its minimum order is rejected","customer","2026-09-01","failed","2026-09-01","Customer — Free-delivery coupon","","",""
"","0","TC-322: an item the owner removes from one location's menu is absent from that storefront only","customer","2026-09-01","skipped","2026-09-01","Menu → Storefront hand-off","","",""
"Cart is injected via sessionStorage; customer navigates to /checkout and sees the customer info form.","2272","TC-24: customer with pre-seeded cart can reach checkout and see the form","customer","2026-09-01","passed","2026-09-01","Customer — Checkout","","",""
"MenuPage's landing-page deep link: /menu?restaurantId=<id>&item=<itemId> auto-opens the item modal (and scrolls to its group) once the menu loads — no card click needed.","1418","TC-184: the ?item= deep link auto-opens that item's modal","customer","2026-09-01","passed","2026-09-01","Customer — Menu Browsing","","",""
