"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","TC-58: employee can reach menu management","dashboard","2026-08-14","skipped","2026-08-14","Access — Restaurant management (shared screens)","","",""
"","6352","TC-109: role filter narrows the list","dashboard","2026-08-14","passed","2026-08-14","Admin — User Management > List, search & filter","","",""
"The admin Create Organization Coupon form offers the Free Delivery type; selecting it hides the Discount Value field (the fee waiver is computed at checkout) and repurposes Maximum Discount as the fee cap. Form is cancelled — nothing is created.","3955","TC-211: the org coupon form supports Free Delivery with no discount value","dashboard","2026-08-14","passed","2026-08-14","Admin — Marketing campaign events","","",""
"","4115","TC-60: invalid credentials show an error","dashboard","2026-08-14","passed","2026-08-14","Public — Sign in","","",""
"","0","TC-177: a gift card that fully covers the order completes without a Stripe step","customer","2026-08-14","skipped","2026-08-14","Customer — Checkout gift card","","",""
"Filling the Notes field and clicking Save Changes PUTs /api/demo-requests/:id and the side sheet auto-closes on success (no toast). Reopening confirms the note persisted server-side.","7317","TC-07: admin can edit and save notes in the View/Edit Details side sheet","dashboard","2026-08-14","passed","2026-08-14","Admin — Demo Request Actions","","",""
"The Manage Deals tab exposes a Create Deal button — navigation-only coverage for now; a full create-and-cleanup flow needs a deals API helper that doesn't exist yet.","4351","TC-87: Manage Deals tab shows the Create Deal action","dashboard","2026-08-14","passed","2026-08-14","Owner — Deals","","",""
"After applying a gift card, clicking Remove clears the 'Gift card applied' summary and returns to the code-entry state.","2494","TC-172: removing an applied gift card clears the discount","customer","2026-08-14","passed","2026-08-14","Customer — Checkout gift card","","",""
"Submitting the sign-up form with an email that already has an account shows an error banner and keeps the visitor on /sign-up.","8114","TC-94: registering with an already-used email is rejected","dashboard","2026-08-14","passed","2026-08-14","Public — Sign up","","",""
"Opening Edit on a coupon loads its current code/value into the form (read-only pre-fill check — does not submit).","15826","TC-162: Edit pre-fills the form with the coupon's existing values","dashboard","2026-08-14","passed","2026-08-14","Owner — Coupons","","",""
"The minimum-order and fee-cap fields are enabled and required for a Free Delivery coupon: submitting without them is blocked with field errors, and once filled the coupon persists with both values (the margin guardrail — the fee waiver is self-funded).","6448","TC-216: a Free Delivery coupon requires a minimum order and a fee cap","dashboard","2026-08-14","passed","2026-08-14","Owner — Coupons","","",""
"Clicking 'Restaurant Dashboard' on the success page navigates to /restaurant/restaurantId/<id>/restaurantManagement.","3858","TC-52: clicking Restaurant Dashboard redirects to restaurant management","dashboard","2026-08-14","passed","2026-08-14","Owner — Payment Settings (Stripe Setup) > Success callback page","","",""
"","3245","TC-55: OWNER is denied the tax route (EMPLOYEE/ADMIN only)","dashboard","2026-08-14","passed","2026-08-14","Access — Role restrictions","","",""
"","11229","TC-123: invited user claims access, and sees their access level","dashboard","2026-08-14","passed","2026-08-14","Admin — User Management > Invite → claim → login journey","","",""
"A gift card whose balance has been adjusted down to $0 (admin) is rejected at checkout with a 'no remaining balance' error.","2422","TC-174: a depleted gift card is rejected","customer","2026-08-14","passed","2026-08-14","Customer — Checkout gift card","","",""
"Pre-authenticated owner navigates to /restaurant/stores and verifies the page heading.","3398","TC-13: owner can reach /restaurant/stores and see the My Restaurants heading","dashboard","2026-08-14","passed","2026-08-14","Owner — My Restaurants List","","",""
"A Fixed Amount coupon submitted with a value of 0 shows 'Amount must be greater than 0' and does not create the coupon (complements TC-63, which covers the PERCENTAGE-range path).","4765","TC-148: a non-positive FIXED_AMOUNT value is rejected","dashboard","2026-08-14","passed","2026-08-14","Owner — Coupons","","",""
"Drives a real customer Stripe checkout on Template Wind, then cancels that order from the owner dashboard. Cancel Order's nested dialog smart-detects a completed Stripe payment and switches to the refund copy/button ('Cancel & Refund'), which triggers a real stripe.refunds.create on confirm (PUT /api/order/statistics/cancel/:orderId).","19830","TC-225: owner cancels a Stripe-paid order and triggers a real refund","dashboard","2026-08-14","passed","2026-08-14","Owner — Orders Tab","","",""
"","1","TC-17: employee can navigate to tax settings and see the tax rate form","dashboard","2026-08-14","skipped","2026-08-14","Employee — Tax Settings","","",""
"Win-Back, Welcome, and VIP rows render with the explainer banner, the global caps fields, and the pace helper text (nobody-is-skipped copy).","5333","TC-201: automations tab lists the three seeded programs with intro and caps","dashboard","2026-08-14","passed","2026-08-14","Admin — Marketing automations","","",""
"","10","TC-166: guest purchases a gift card with a custom amount","customer","2026-08-14","skipped","2026-08-14","Customer — Gift Cards","","",""
"After Stripe redirects back to /stripe-onboarding-success the page shows either 'Stripe Account Successfully Connected!' or 'Stripe Account Setup In Progress', and the Restaurant Dashboard button is always present.","4201","TC-51: success callback page loads after Stripe redirect","dashboard","2026-08-14","passed","2026-08-14","Owner — Payment Settings (Stripe Setup) > Success callback page","","",""
"After the /api/analytics/dashboard fetch completes, the page shows either the summary cards (when the range has orders) or the 'no data for this range' empty state — never a load error. This asserts the fetch path works regardless of the current QA data volume.","4605","TC-127: the analytics dashboard resolves to data or an empty state without erroring","dashboard","2026-08-14","passed","2026-08-14","Owner — Analytics Tab","","",""
"The subscription page shows a Plan Details section with the current plan and price — read-only assertions only, no mutation of the shared QA account's real billing state.","3400","TC-85: subscription page shows plan details","dashboard","2026-08-14","passed","2026-08-14","Owner — Subscription & Billing","","",""
"","5381","TC-104: inviting an existing email is rejected","dashboard","2026-08-14","passed","2026-08-14","Admin — User Management > Invite dialog","","",""
"Typing a date/time into the masked MM/DD/YYYY hh:mm aa field and clicking Schedule Demo flips status to Scheduled and sets scheduledDemoAt.","6986","TC-11: admin can schedule a demo","dashboard","2026-08-14","passed","2026-08-14","Admin — Demo Request Actions","","",""
"POST /api/coupons/restaurant/:id without the required `code` field is rejected with a 4xx status.","297","TC-66: creating a coupon with no code is rejected","dashboard","2026-08-14","passed","2026-08-14","API — Negative cases","","",""
"Clicking Orders in the portal sidebar loads the orders tab with a search bar and table column headers.","4230","TC-29: owner can navigate to the Orders tab and see the orders search bar","dashboard","2026-08-14","passed","2026-08-14","Owner — Orders Tab","","",""
"REPLACES_PRICE size group on a $10.00 item: the default Small ($8.00) prices the item at $8.00; switching to Large reprices to $12.00 — the base price is replaced, not adjusted.","2677","TC-193: a REPLACES_PRICE modifier overrides the base price","customer","2026-08-14","passed","2026-08-14","Customer — Item Modifiers","","",""
"","5210","TC-44: owner can delete a menu item","dashboard","2026-08-14","skipped","2026-08-14","Owner — Menu Management > Category and item CRUD","","",""
"Sending the pre-filled follow-up email flips demo status NEW -> CONTACTED and delivers a real email through the Mailpit sandbox (verified via waitForEmail, gated on MAILPIT_BASE_URL).","30557","TC-08: admin can send a follow-up email","dashboard","2026-08-14","failed","2026-08-14","Admin — Demo Request Actions","","",""
"","0","TC-144: employee sees the required checklist on the publish page","dashboard","2026-08-14","skipped","2026-08-14","Employee — Publish menu","","",""
